gene_id	gene_type	gene_name
ENSG00000263494	lincRNA	AC004702.1
ENSG00000265556	lincRNA	LINC01984
ENSG00000266925	lincRNA	AC015818.8
ENSG00000260907	lincRNA	AC015818.2
ENSG00000267075	lincRNA	AC015818.9
ENSG00000264422	lincRNA	AC015818.4
ENSG00000227685	lincRNA	LINC02088
ENSG00000264215	lincRNA	AC126365.1
ENSG00000266369	antisense	AC090774.2
ENSG00000233098	antisense	CCDC144NL-AS1
ENSG00000264660	antisense	AC107926.1
ENSG00000263986	antisense	AC087393.2
ENSG00000236819	lincRNA	LINC01563
ENSG00000235530	antisense	AC087294.1
ENSG00000265043	lincRNA	AC068418.2
ENSG00000264023	lincRNA	AC068418.1
ENSG00000265265	lincRNA	AC233702.5
ENSG00000266466	antisense	AC233702.7
ENSG00000263609	lincRNA	LINC02002
ENSG00000264956	lincRNA	AC138761.3
ENSG00000178130	lincRNA	FAM27E5
ENSG00000276399	lincRNA	FLJ36000
ENSG00000261020	lincRNA	AC132825.3
ENSG00000243655	antisense	AC132825.2
ENSG00000264262	lincRNA	AC131274.1
ENSG00000264734	lincRNA	AC069061.2
ENSG00000285822	lincRNA	AC129926.2
ENSG00000265246	lincRNA	AC129926.1
ENSG00000266313	lincRNA	AC026254.2
ENSG00000266872	antisense	AC015688.6
ENSG00000266527	antisense	AC005697.2
ENSG00000260019	lincRNA	LINC01992
ENSG00000267644	lincRNA	AC061975.7
ENSG00000267259	lincRNA	ERVE-1
ENSG00000266830	lincRNA	AC061975.6
ENSG00000264486	lincRNA	AC061975.4
ENSG00000260777	lincRNA	AC061975.1
ENSG00000258924	processed_transcript	AC002094.1
ENSG00000265618	antisense	AC002094.2
ENSG00000279532	TEC	AC002094.5
ENSG00000265254	antisense	AC015917.2
ENSG00000265168	antisense	AC005726.4
ENSG00000227543	processed_transcript	SPAG5-AS1
ENSG00000265287	antisense	AC005726.5
ENSG00000264044	antisense	AC005726.2
ENSG00000265205	antisense	AC010761.3
ENSG00000264577	antisense	AC010761.1
ENSG00000267729	antisense	AC010761.6
ENSG00000265073	antisense	AC010761.2
ENSG00000265474	antisense	AC010761.4
ENSG00000265840	antisense	AC010761.5
ENSG00000264066	lincRNA	AC024267.1
ENSG00000264304	antisense	AC024267.3
ENSG00000266642	antisense	AC024267.6
ENSG00000265845	antisense	AC024267.4
ENSG00000265908	antisense	AC024267.5
ENSG00000263613	antisense	AC024619.2
ENSG00000263709	antisense	AC024619.3
ENSG00000266111	lincRNA	AC068025.2
ENSG00000264808	antisense	AC068025.1
ENSG00000264031	antisense	ABHD15-AS1
ENSG00000264647	antisense	AC104564.4
ENSG00000263370	antisense	AC104564.1
ENSG00000263657	antisense	AC023389.1
ENSG00000263477	antisense	AC104982.1
ENSG00000265289	antisense	AC104996.1
ENSG00000265394	antisense	AC104984.2
ENSG00000265739	antisense	AC104984.3
ENSG00000266987	antisense	AC104984.6
ENSG00000264125	antisense	AC104984.1
ENSG00000266120	antisense	AC104984.4
ENSG00000263860	lincRNA	AC011840.3
ENSG00000279431	TEC	AC011840.5
ENSG00000266775	antisense	AC011840.4
ENSG00000259928	lincRNA	AC011840.2
ENSG00000231421	processed_transcript	AC011840.1
ENSG00000214719	processed_transcript	SMURF2P1-LRRC37BP1
ENSG00000279337	TEC	AC127024.7
ENSG00000265443	lincRNA	AC127024.3
ENSG00000263603	lincRNA	AC127024.2
ENSG00000280069	TEC	AC127024.8
ENSG00000266490	lincRNA	AC127024.5
ENSG00000276250	antisense	AC127024.6
ENSG00000265334	antisense	AC130324.2
ENSG00000263531	antisense	AC130324.1
ENSG00000275185	antisense	AC130324.3
ENSG00000230113	antisense	AC138207.1
ENSG00000265743	lincRNA	AC138207.5
ENSG00000266340	antisense	AC138207.7
ENSG00000264107	antisense	AC138207.2
ENSG00000278977	TEC	AC003101.3
ENSG00000278546	lincRNA	AC003101.2
ENSG00000228768	lincRNA	AC003101.1
ENSG00000266877	lincRNA	AC007923.4
ENSG00000263567	lincRNA	AC007923.1
ENSG00000265046	lincRNA	AC004253.2
ENSG00000263990	lincRNA	AC004253.1
ENSG00000278867	TEC	AC090616.6
ENSG00000277511	lincRNA	AC116407.2
ENSG00000214708	antisense	AC116407.1
ENSG00000280033	TEC	AC116407.4
ENSG00000280020	TEC	AC116407.3
ENSG00000263674	antisense	AC026620.1
ENSG00000265794	processed_transcript	AC005899.4
ENSG00000265139	lincRNA	AC005899.3
ENSG00000274341	lincRNA	AC005899.6
ENSG00000278668	lincRNA	AC005899.7
ENSG00000266385	lincRNA	AC005899.5
ENSG00000279762	antisense	AC005899.8
ENSG00000264083	lincRNA	AC005899.1
ENSG00000266718	antisense	AC079336.5
ENSG00000280245	TEC	AC079336.7
ENSG00000279781	TEC	AC079336.6
ENSG00000266599	antisense	AC079336.4
ENSG00000264458	antisense	AC025211.1
ENSG00000226377	antisense	AC084809.1
ENSG00000236377	lincRNA	AC084809.2
ENSG00000280349	TEC	AC008133.2
ENSG00000266535	antisense	AC008133.1
ENSG00000265697	antisense	AC011824.3
ENSG00000265125	antisense	AC011824.2
ENSG00000265115	antisense	AC011824.1
ENSG00000264643	lincRNA	AC024614.1
ENSG00000265689	lincRNA	AC024614.2
ENSG00000283417	lincRNA	AC024614.4
ENSG00000279668	lincRNA	AC024610.2
ENSG00000265356	processed_transcript	AC004147.4
ENSG00000263435	antisense	AC024610.1
ENSG00000279674	TEC	AC123769.1
ENSG00000264791	antisense	AC004147.3
ENSG00000263571	lincRNA	AC004147.2
ENSG00000261156	lincRNA	LINC01989
ENSG00000264990	lincRNA	AC005549.1
ENSG00000225582	lincRNA	AC011193.1
ENSG00000197322	bidirectional_promoter_lncRNA	C17orf102
ENSG00000278860	TEC	AC005691.1
ENSG00000264174	lincRNA	AC005552.1
ENSG00000264622	lincRNA	AC022903.1
ENSG00000285559	antisense	AC022903.2
ENSG00000273687	antisense	AC004223.3
ENSG00000267457	lincRNA	AC004223.2
ENSG00000267782	antisense	AC022916.4
ENSG00000266981	processed_transcript	AC022916.2
ENSG00000266947	antisense	AC022916.1
ENSG00000267364	lincRNA	AC022706.1
ENSG00000267711	lincRNA	AC060766.6
ENSG00000267547	lincRNA	AC060766.4
ENSG00000267745	processed_transcript	AC060766.7
ENSG00000267349	antisense	AC015911.5
ENSG00000267035	lincRNA	AC015911.2
ENSG00000267359	antisense	AC015911.6
ENSG00000267625	lincRNA	AC015911.9
ENSG00000267321	lincRNA	LINC02001
ENSG00000270829	lincRNA	AC015849.2
ENSG00000270871	antisense	AC015849.3
ENSG00000270894	sense_overlapping	AC015849.4
ENSG00000270240	antisense	AC015849.1
ENSG00000270977	lincRNA	AC015849.5
ENSG00000275431	antisense	AC244100.2
ENSG00000275944	antisense	AC244100.3
ENSG00000278690	lincRNA	AC244100.4
ENSG00000277089	antisense	AC243829.4
ENSG00000276241	antisense	AC243829.2
ENSG00000274767	antisense	AC243829.1
ENSG00000278097	lincRNA	AC243829.5
ENSG00000275720	lincRNA	AC243830.2
ENSG00000276508	lincRNA	AC243830.3
ENSG00000275613	lincRNA	AC243830.1
ENSG00000277268	antisense	LHX1-DT
ENSG00000276707	antisense	AC243773.1
ENSG00000278638	antisense	AC244093.5
ENSG00000273965	antisense	AC243654.1
ENSG00000277688	antisense	AC243585.2
ENSG00000277501	antisense	AC243571.2
ENSG00000274244	lincRNA	AC243585.1
ENSG00000275173	lincRNA	AC243571.1
ENSG00000276170	processed_transcript	AC244153.1
ENSG00000274996	antisense	AC006449.1
ENSG00000277969	lincRNA	AC006449.6
ENSG00000275532	antisense	AC006449.2
ENSG00000275665	antisense	AC006449.3
ENSG00000279119	TEC	AC006449.7
ENSG00000277182	antisense	AC006449.5
ENSG00000263466	antisense	AC006441.1
ENSG00000265784	antisense	AC006441.3
ENSG00000266588	lincRNA	AC006441.4
ENSG00000266013	lincRNA	LINC02079
ENSG00000280177	TEC	AC004408.2
ENSG00000266101	antisense	AC004408.1
ENSG00000266469	antisense	AC005288.1
ENSG00000273576	lincRNA	AC009283.1
ENSG00000214546	lincRNA	AC087491.1
ENSG00000264968	lincRNA	AC090844.2
ENSG00000265799	lincRNA	AC090844.3
ENSG00000279199	TEC	AC068669.1
ENSG00000265666	antisense	RARA-AS1
ENSG00000278918	TEC	AC080112.3
ENSG00000266208	antisense	AC080112.1
ENSG00000279806	TEC	AC018629.1
ENSG00000266088	lincRNA	AC004585.1
ENSG00000279775	TEC	AC004585.2
ENSG00000278834	antisense	AC073508.3
ENSG00000264488	lincRNA	AC090283.1
ENSG00000265359	antisense	AC004231.3
ENSG00000234477	antisense	AC004231.1
ENSG00000234859	antisense	AC003958.2
ENSG00000229732	antisense	AC019349.1
ENSG00000226629	lincRNA	LINC00974
ENSG00000278954	TEC	AC130686.1
ENSG00000259623	sense_overlapping	AC125257.1
ENSG00000274630	antisense	AC125257.2
ENSG00000267658	lincRNA	AC099811.3
ENSG00000280295	TEC	AC099811.6
ENSG00000267758	antisense	AC099811.4
ENSG00000266929	processed_transcript	AC067852.1
ENSG00000266962	antisense	AC067852.2
ENSG00000280183	TEC	AC067852.4
ENSG00000267042	antisense	AC100793.2
ENSG00000267765	antisense	AC100793.3
ENSG00000273650	lincRNA	AC100793.4
ENSG00000197291	lincRNA	RAMP2-AS1
ENSG00000213373	lincRNA	LINC00671
ENSG00000198496	bidirectional_promoter_lncRNA	NBR2
ENSG00000267002	lincRNA	AC060780.1
ENSG00000279602	TEC	AC109326.1
ENSG00000188825	lincRNA	LINC00910
ENSG00000267151	lincRNA	MIR2117HG
ENSG00000267440	lincRNA	LINC02594
ENSG00000267604	antisense	AC003098.1
ENSG00000282199	antisense	AC007993.3
ENSG00000267496	lincRNA	FAM215A
ENSG00000267420	lincRNA	AC007993.2
ENSG00000261514	lincRNA	LINC01976
ENSG00000267638	antisense	AC023855.1
ENSG00000267080	antisense	ASB16-AS1
ENSG00000267394	antisense	AC004596.1
ENSG00000260793	antisense	AC003102.1
ENSG00000285486	lincRNA	AC003043.2
ENSG00000267750	antisense	RUNDC3A-AS1
ENSG00000267211	lincRNA	AC003043.1
ENSG00000266979	lincRNA	LINC01180
ENSG00000267160	antisense	AC091152.2
ENSG00000279879	TEC	AC091152.4
ENSG00000267505	lincRNA	AC005180.2
ENSG00000267405	lincRNA	AC005180.1
ENSG00000267334	lincRNA	AC015936.1
ENSG00000267788	lincRNA	AC015936.2
ENSG00000276728	lincRNA	AC142472.1
ENSG00000224505	antisense	AC138150.1
ENSG00000267288	antisense	AC138150.2
ENSG00000267121	antisense	AC008105.3
ENSG00000233175	antisense	AC008105.1
ENSG00000267278	antisense	MAP3K14-AS1
ENSG00000267446	lincRNA	AC003070.2
ENSG00000267344	antisense	AC003070.1
ENSG00000236234	antisense	AC091132.2
ENSG00000266918	TEC	AC091132.3
ENSG00000131484	lincRNA	AC091132.1
ENSG00000267198	lincRNA	AC091132.4
ENSG00000267246	processed_transcript	AC091132.5
ENSG00000285668	lincRNA	AC126544.2
ENSG00000280022	TEC	AC126544.1
ENSG00000265547	lincRNA	AC217774.1
ENSG00000265964	lincRNA	AC217774.2
ENSG00000264589	antisense	MAPT-AS1
ENSG00000262881	antisense	CR936218.2
ENSG00000262372	antisense	CR936218.1
ENSG00000214401	antisense	KANSL1-AS1
ENSG00000232300	lincRNA	FAM215B
ENSG00000262031	lincRNA	LINC01974
ENSG00000261886	lincRNA	AC005670.1
ENSG00000262879	processed_transcript	AC068152.1
ENSG00000261872	antisense	AC002558.2
ENSG00000276790	antisense	AC068234.2
ENSG00000263293	antisense	THCAT158
ENSG00000253347	antisense	AC040934.1
ENSG00000263766	antisense	AC025682.1
ENSG00000264558	antisense	AC015674.1
ENSG00000264243	lincRNA	AC018521.3
ENSG00000266821	lincRNA	AC018521.7
ENSG00000264920	processed_transcript	AC018521.5
ENSG00000234494	antisense	SP2-AS1
ENSG00000266601	antisense	AC018521.6
ENSG00000263798	processed_transcript	AC018521.1
ENSG00000264019	antisense	AC018521.2
ENSG00000264701	antisense	AC018521.4
ENSG00000263412	processed_transcript	AC004477.1
ENSG00000266341	antisense	AC004477.2
ENSG00000278765	lincRNA	AC004477.3
ENSG00000263787	antisense	SKAP1-AS1
ENSG00000235300	antisense	THRA1/BTR
ENSG00000264451	lincRNA	AC036222.1
ENSG00000230148	antisense	HOXB-AS1
ENSG00000233101	antisense	HOXB-AS3
ENSG00000239552	antisense	HOXB-AS2
ENSG00000242207	antisense	HOXB-AS4
ENSG00000272763	lincRNA	AC103702.2
ENSG00000244649	lincRNA	LINC02086
ENSG00000242407	lincRNA	AC091179.1
ENSG00000230532	antisense	AC091133.1
ENSG00000250838	antisense	AC091133.2
ENSG00000251461	antisense	AC091133.3
ENSG00000177369	processed_transcript	FLJ40194
ENSG00000248714	lincRNA	AC091180.2
ENSG00000262039	antisense	AC091180.5
ENSG00000250948	antisense	AC091180.4
ENSG00000250186	antisense	AC091180.3
ENSG00000249497	lincRNA	LINC02075
ENSG00000279036	TEC	AC015656.1
ENSG00000249906	antisense	AC006487.1
ENSG00000250310	antisense	AC006487.2
ENSG00000250751	antisense	AC015795.1
ENSG00000262837	lincRNA	AC027801.4
ENSG00000204584	antisense	FLJ45513
ENSG00000248954	lincRNA	AC027801.1
ENSG00000254039	lincRNA	AC027801.3
ENSG00000248172	lincRNA	AC009720.1
ENSG00000246640	lincRNA	PICART1
ENSG00000276851	lincRNA	AC002401.4
ENSG00000275025	antisense	AC002401.3
ENSG00000250282	antisense	AC002401.2
ENSG00000236472	antisense	AC002401.1
ENSG00000253730	antisense	AC015909.2
ENSG00000261959	antisense	AC015909.3
ENSG00000249406	lincRNA	AC015909.1
ENSG00000263176	lincRNA	AC015909.4
ENSG00000251179	antisense	TMEM92-AS1
ENSG00000279792	TEC	AC015909.5
ENSG00000253102	antisense	AC004707.1
ENSG00000275897	lincRNA	AC021491.4
ENSG00000249451	lincRNA	AC021491.1
ENSG00000250286	processed_transcript	AC021491.2
ENSG00000250107	antisense	CACNA1G-AS1
ENSG00000250976	antisense	AC021491.3
ENSG00000251239	antisense	AC004590.1
ENSG00000262967	antisense	AC005921.2
ENSG00000278963	TEC	AC005921.3
ENSG00000285829	lincRNA	AC005921.4
ENSG00000261976	antisense	AC091062.1
ENSG00000229980	processed_transcript	TOB1-AS1
ENSG00000262006	lincRNA	AC005920.4
ENSG00000247011	lincRNA	AC005920.1
ENSG00000251665	lincRNA	AC005920.3
ENSG00000249870	antisense	AC005920.2
ENSG00000279089	TEC	AC005839.1
ENSG00000249383	lincRNA	LINC02071
ENSG00000249982	lincRNA	AC005823.2
ENSG00000249658	lincRNA	AC005823.1
ENSG00000267452	lincRNA	LINC02073
ENSG00000279743	TEC	AC002090.1
ENSG00000263317	lincRNA	LINC01982
ENSG00000226364	lincRNA	LINC02089
ENSG00000227011	lincRNA	C17orf112
ENSG00000285939	antisense	AC034268.2
ENSG00000279059	TEC	AC007485.2
ENSG00000275710	antisense	AC007485.1
ENSG00000263096	antisense	AC007638.2
ENSG00000262079	lincRNA	AC007638.1
ENSG00000262052	lincRNA	AC090618.1
ENSG00000279606	TEC	AC006600.2
ENSG00000262112	antisense	AC015912.1
ENSG00000274213	lincRNA	AC015912.3
ENSG00000262298	antisense	AC004584.1
ENSG00000263004	lincRNA	AC007114.1
ENSG00000263089	antisense	AC007114.2
ENSG00000285785	lincRNA	AC003950.1
ENSG00000279555	TEC	AC091181.1
ENSG00000279281	TEC	AC015883.1
ENSG00000266100	antisense	AC007431.2
ENSG00000280028	TEC	AC007431.3
ENSG00000263499	antisense	AC007431.1
ENSG00000265542	lincRNA	AC015845.2
ENSG00000264914	antisense	AC015845.1
ENSG00000278642	lincRNA	AC015813.4
ENSG00000280233	TEC	AC015813.7
ENSG00000264112	lincRNA	AC015813.1
ENSG00000279069	TEC	AC015813.5
ENSG00000285930	lincRNA	AC015813.8
ENSG00000266290	lincRNA	AC015813.3
ENSG00000279207	TEC	AC015813.6
ENSG00000278627	antisense	AC005962.1
ENSG00000265148	antisense	TSPOAP1-AS1
ENSG00000265206	antisense	AC004687.1
ENSG00000264672	antisense	SEPT4-AS1
ENSG00000274198	lincRNA	AC025521.1
ENSG00000224738	antisense	AC099850.1
ENSG00000265415	antisense	AC099850.3
ENSG00000278863	TEC	AC091059.2
ENSG00000266002	antisense	AC091059.1
ENSG00000265313	lincRNA	LINC01476
ENSG00000273702	lincRNA	AC091271.1
ENSG00000267104	processed_transcript	TBC1D3P1-DHX40P1
ENSG00000267302	lincRNA	RNFT1-DT
ENSG00000267416	lincRNA	AC025048.4
ENSG00000267248	processed_transcript	AC025048.2
ENSG00000267095	lincRNA	AC025048.1
ENSG00000259349	antisense	AC011921.1
ENSG00000267772	lincRNA	LINC01999
ENSG00000267207	antisense	AC005884.1
ENSG00000267449	antisense	AC005884.2
ENSG00000267667	antisense	AC005856.1
ENSG00000273982	antisense	AC005746.3
ENSG00000267131	antisense	AC005746.2
ENSG00000267280	antisense	TBX2-AS1
ENSG00000187013	lincRNA	C17orf82
ENSG00000267137	antisense	AC005901.1
ENSG00000279133	TEC	AC018628.1
ENSG00000285879	antisense	AC018628.2
ENSG00000277463	lincRNA	AC080038.2
ENSG00000274565	antisense	AC080038.1
ENSG00000279713	TEC	AC080038.3
ENSG00000265702	antisense	AC005821.1
ENSG00000265000	lincRNA	AC068512.1
ENSG00000283538	lincRNA	AC005972.3
ENSG00000264513	antisense	AC006270.1
ENSG00000233635	antisense	AC015923.1
ENSG00000263501	antisense	AC005828.2
ENSG00000226797	antisense	AC005828.1
ENSG00000263644	antisense	AC005828.3
ENSG00000265282	lincRNA	AC005828.4
ENSG00000265971	lincRNA	AC005828.5
ENSG00000279369	TEC	AC046185.3
ENSG00000263489	lincRNA	AC127029.2
ENSG00000264954	lincRNA	PRR29-AS1
ENSG00000266402	lincRNA	SNHG25
ENSG00000215769	processed_transcript	ARHGAP27P1-BPTFP1-KPNA2P3
ENSG00000265218	antisense	AC103810.2
ENSG00000266644	antisense	AC103810.5
ENSG00000280299	processed_transcript	AC037487.4
ENSG00000265912	lincRNA	AC037487.1
ENSG00000266598	antisense	AC037487.2
ENSG00000263520	lincRNA	LINC02563
ENSG00000264630	antisense	PRKCA-AS1
ENSG00000264491	antisense	AC005544.1
ENSG00000265664	antisense	AC005544.2
ENSG00000264421	antisense	AC007448.2
ENSG00000285877	antisense	AC007448.4
ENSG00000266473	antisense	AC007448.3
ENSG00000279917	TEC	AC079331.2
ENSG00000279361	TEC	AC079331.1
ENSG00000266717	antisense	AC134407.1
ENSG00000279573	TEC	AC134407.2
ENSG00000279880	TEC	AC134407.3
ENSG00000265055	lincRNA	AC145343.1
ENSG00000278730	lincRNA	AC005332.6
ENSG00000274561	lincRNA	AC005332.3
ENSG00000277476	lincRNA	AC005332.5
ENSG00000278740	lincRNA	AC005332.7
ENSG00000267731	lincRNA	AC005332.2
ENSG00000274712	lincRNA	AC005332.4
ENSG00000265100	antisense	AC005332.1
ENSG00000267009	processed_transcript	AC007780.1
ENSG00000267461	lincRNA	AC079210.1
ENSG00000267659	lincRNA	LINC01482
ENSG00000267250	lincRNA	AC011591.1
ENSG00000231749	antisense	ABCA9-AS1
ENSG00000278873	TEC	PRO1804
ENSG00000285931	antisense	AC005495.1
ENSG00000278972	TEC	AC015920.1
ENSG00000267653	lincRNA	AC002546.1
ENSG00000227517	lincRNA	LINC01483
ENSG00000237560	lincRNA	LINC01497
ENSG00000230258	antisense	AC005208.1
ENSG00000267603	lincRNA	LINC01028
ENSG00000267365	antisense	KCNJ2-AS1
ENSG00000267109	lincRNA	AC011990.1
ENSG00000271239	lincRNA	AC007423.1
ENSG00000260785	lincRNA	CASC17
ENSG00000225818	lincRNA	AC118653.1
ENSG00000283517	lincRNA	AC005144.1
ENSG00000228639	lincRNA	ROCR
ENSG00000256124	lincRNA	LINC01152
ENSG00000234899	processed_transcript	SOX9-AS1
ENSG00000226101	lincRNA	LINC02097
ENSG00000227036	processed_transcript	LINC00511
ENSG00000264026	lincRNA	LINC02003
ENSG00000263680	lincRNA	AC007639.1
ENSG00000263893	lincRNA	AC080037.1
ENSG00000264196	antisense	AC011120.1
ENSG00000264860	processed_transcript	AC097641.1
ENSG00000277728	antisense	AC097641.2
ENSG00000264985	antisense	AC124804.1
ENSG00000264750	antisense	AC032019.1
ENSG00000265935	lincRNA	AC032019.2
ENSG00000263574	lincRNA	AC125421.1
ENSG00000177338	lincRNA	LINC00469
ENSG00000234721	lincRNA	LINC02092
ENSG00000265927	lincRNA	AC125421.2
ENSG00000266765	lincRNA	AC137735.1
ENSG00000285648	lincRNA	AC137735.2
ENSG00000266357	lincRNA	LINC02074
ENSG00000246731	antisense	MGC16275
ENSG00000264272	antisense	AC100786.1
ENSG00000266106	antisense	AC103809.1
ENSG00000182352	antisense	C17orf77
ENSG00000261222	lincRNA	AC064805.1
ENSG00000264659	antisense	AC064805.2
ENSG00000266036	antisense	AC016888.1
ENSG00000263586	antisense	HID1-AS1
ENSG00000279035	TEC	AC022211.4
ENSG00000263843	antisense	AC022211.2
ENSG00000265987	antisense	AC011933.4
ENSG00000265342	antisense	AC011933.3
ENSG00000264829	antisense	AC087749.2
ENSG00000264270	antisense	AC087749.1
ENSG00000266980	antisense	AC087289.1
ENSG00000267801	antisense	AC087289.5
ENSG00000267342	antisense	AC087289.2
ENSG00000267615	antisense	AC087289.4
ENSG00000279382	TEC	AC018665.1
ENSG00000267128	antisense	RNF157-AS1
ENSG00000267546	antisense	AC015802.4
ENSG00000163597	processed_transcript	SNHG16
ENSG00000267078	antisense	AC015802.1
ENSG00000261335	antisense	AC005837.1
ENSG00000277382	antisense	AC005837.3
ENSG00000267065	lincRNA	LINC02080
ENSG00000267535	lincRNA	LINC00868
ENSG00000267568	processed_transcript	AC016168.2
ENSG00000267521	lincRNA	AC016168.1
ENSG00000280122	TEC	AC016168.3
ENSG00000234912	sense_overlapping	SNHG20
ENSG00000263718	lincRNA	AC068594.1
ENSG00000265121	lincRNA	AC068594.2
ENSG00000266998	antisense	AC111182.1
ENSG00000279801	TEC	AC111170.3
ENSG00000267016	antisense	AC111170.1
ENSG00000267665	lincRNA	AC021683.3
ENSG00000267506	lincRNA	AC021683.2
ENSG00000267466	lincRNA	AC021683.1
ENSG00000279572	TEC	AC021683.4
ENSG00000285535	lincRNA	AC021683.5
ENSG00000267790	lincRNA	LINC01987
ENSG00000204283	lincRNA	LINC01973
ENSG00000279600	TEC	AC015804.1
ENSG00000204282	processed_transcript	TNRC6C-AS1
ENSG00000283914	lincRNA	AC087645.4
ENSG00000279886	TEC	AC087645.3
ENSG00000204277	lincRNA	LINC01993
ENSG00000267737	lincRNA	AC087645.2
ENSG00000266970	lincRNA	AC061992.1
ENSG00000267432	processed_transcript	DNAH17-AS1
ENSG00000267123	lincRNA	LINC02081
ENSG00000279570	TEC	AC099804.1
ENSG00000267601	antisense	AC022966.1
ENSG00000279339	TEC	AC100788.2
ENSG00000267491	antisense	AC100788.1
ENSG00000265096	antisense	C1QTNF1-AS1
ENSG00000266711	antisense	AC021534.1
ENSG00000267719	lincRNA	LINC02078
ENSG00000262768	antisense	AC100791.2
ENSG00000262772	lincRNA	LINC01977
ENSG00000262343	lincRNA	AC100791.1
ENSG00000262585	lincRNA	LINC01979
ENSG00000262188	lincRNA	LINC01978
ENSG00000275516	antisense	AC100791.3
ENSG00000261978	antisense	AC116025.1
ENSG00000279259	TEC	AC087741.3
ENSG00000275479	lincRNA	AC087741.2
ENSG00000262580	antisense	AC087741.1
ENSG00000276863	antisense	AC124319.3
ENSG00000280248	TEC	AC124319.4
ENSG00000263069	antisense	AC124319.2
ENSG00000260369	lincRNA	AC120024.1
ENSG00000279273	TEC	AC120024.4
ENSG00000262833	antisense	AC016245.1
ENSG00000262313	antisense	AC127496.3
ENSG00000262662	antisense	AC127496.4
ENSG00000261924	antisense	AC127496.1
ENSG00000263218	antisense	AC127496.6
ENSG00000280351	TEC	AC127496.7
ENSG00000262873	lincRNA	AC127496.5
ENSG00000262098	lincRNA	AC127496.2
ENSG00000226137	lincRNA	BAIAP2-DT
ENSG00000263167	antisense	AC115099.1
ENSG00000262115	antisense	AC027601.2
ENSG00000260005	antisense	AC027601.1
ENSG00000276101	antisense	AC027601.4
ENSG00000279187	TEC	AC027601.5
ENSG00000185168	lincRNA	LINC00482
ENSG00000275542	lincRNA	AC027601.3
ENSG00000275966	lincRNA	AC110285.6
ENSG00000263154	lincRNA	AC110285.3
ENSG00000262223	lincRNA	AC110285.1
ENSG00000274833	lincRNA	AC110285.5
ENSG00000262877	lincRNA	AC110285.2
ENSG00000279692	TEC	AC110285.7
ENSG00000263271	antisense	AC110285.4
ENSG00000278200	lincRNA	LINC01971
ENSG00000229848	antisense	AC139149.1
ENSG00000275902	antisense	AC139530.3
ENSG00000262049	antisense	AC139530.1
ENSG00000262831	antisense	AC145207.3
ENSG00000278876	TEC	AC145207.9
ENSG00000262413	antisense	AC145207.2
ENSG00000263731	lincRNA	AC145207.5
ENSG00000263859	lincRNA	AC145207.6
ENSG00000264769	antisense	AC145207.8
ENSG00000265688	antisense	MAFG-DT
ENSG00000263585	antisense	AC145207.4
ENSG00000235296	antisense	AC145207.1
ENSG00000264735	lincRNA	AC145207.7
ENSG00000279372	TEC	AC137723.2
ENSG00000264569	antisense	AC137723.1
ENSG00000265678	antisense	AC129510.1
ENSG00000266654	antisense	AC129510.2
ENSG00000264548	antisense	AC132872.2
ENSG00000275888	antisense	AC132872.3
ENSG00000280407	TEC	AC132872.4
ENSG00000265692	lincRNA	LINC01970
ENSG00000260563	lincRNA	AC132872.1
ENSG00000278964	TEC	AC132938.4
ENSG00000260011	lincRNA	AC132938.1
ENSG00000265458	antisense	AC132938.3
ENSG00000279744	TEC	AC132938.5
ENSG00000266445	antisense	NARF-AS1
ENSG00000262147	antisense	AC124283.2
ENSG00000261845	antisense	AC124283.1
ENSG00000279613	TEC	AC124283.5
ENSG00000263063	lincRNA	AC024361.2
ENSG00000263321	lincRNA	AC024361.3
ENSG00000263098	antisense	AC068014.1
ENSG00000262663	lincRNA	AC087222.1
ENSG00000262339	antisense	AC130371.1
ENSG00000274370	lincRNA	AC130371.2
ENSG00000261888	lincRNA	AC144831.1
ENSG00000279143	TEC	AC139099.4
ENSG00000262898	lincRNA	AC139099.2
ENSG00000262952	lincRNA	AC139099.3
ENSG00000262094	lincRNA	AC139099.1
ENSG00000262352	lincRNA	LINC02564
ENSG00000263305	lincRNA	AP005530.1
ENSG00000282965	lincRNA	AP001005.3
ENSG00000263884	lincRNA	AP000845.1
ENSG00000264514	lincRNA	AP000915.1
ENSG00000264265	lincRNA	LINC01925
ENSG00000176912	bidirectional_promoter_lncRNA	TYMSOS
ENSG00000266456	antisense	AP001178.3
ENSG00000265490	antisense	AP001178.2
ENSG00000266171	antisense	AP001020.3
ENSG00000264339	antisense	AP001020.1
ENSG00000273355	lincRNA	AP000894.4
ENSG00000265671	antisense	AP000894.3
ENSG00000265179	processed_transcript	AP000894.2
ENSG00000259837	lincRNA	LINC01904
ENSG00000272461	lincRNA	AP005328.2
ENSG00000263551	lincRNA	AP005328.1
ENSG00000132204	lincRNA	LINC00470
ENSG00000266602	lincRNA	AC008109.1
ENSG00000266450	lincRNA	AC019183.1
ENSG00000264080	lincRNA	AP005057.1
ENSG00000263745	lincRNA	AP005230.1
ENSG00000266049	antisense	AP001011.1
ENSG00000272625	antisense	AP000919.4
ENSG00000265907	antisense	AP000919.2
ENSG00000266397	antisense	AP000919.3
ENSG00000265399	antisense	AP005329.2
ENSG00000272688	lincRNA	AP005329.3
ENSG00000264235	antisense	AP005329.1
ENSG00000266578	lincRNA	AP001025.1
ENSG00000259256	lincRNA	LINC01895
