gene_id	gene_type	gene_name
57401	ENSG00000279587	TEC	AC006963.1
57402	ENSG00000003096	protein_coding	KLHL13
57403	ENSG00000200291	misc_RNA	RF00019
57404	ENSG00000237458	processed_pseudogene	TUBB4BP3
57405	ENSG00000234524	processed_pseudogene	RPL12P43
57406	ENSG00000270619	processed_pseudogene	AL391358.1
57407	ENSG00000131725	protein_coding	WDR44
57408	ENSG00000221463	miRNA	MIR1277
57409	ENSG00000147251	protein_coding	DOCK11
57410	ENSG00000206862	misc_RNA	RF00019
57411	ENSG00000230399	processed_pseudogene	RBBP8P1
57412	ENSG00000131724	protein_coding	IL13RA1
57413	ENSG00000239182	snoRNA	RF00566
57414	ENSG00000250995	processed_pseudogene	AL391280.1
57415	ENSG00000174460	protein_coding	ZCCHC12
57416	ENSG00000203650	lincRNA	LINC01285
57417	ENSG00000224341	processed_pseudogene	AC006965.1
57418	ENSG00000231270	processed_pseudogene	AL772284.1
57419	ENSG00000175556	protein_coding	LONRF3
57420	ENSG00000277535	protein_coding	AL772284.2
57421	ENSG00000250423	protein_coding	KIAA1210
57422	ENSG00000227864	processed_pseudogene	ARL5AP1
57423	ENSG00000230170	processed_pseudogene	HNRNPA1P28
57424	ENSG00000270625	processed_pseudogene	AC004835.2
57425	ENSG00000101856	protein_coding	PGRMC1
57426	ENSG00000214992	unprocessed_pseudogene	AKAP17BP
57427	ENSG00000230392	lincRNA	AC004835.1
57428	ENSG00000226661	antisense	AC004973.1
57429	ENSG00000227814	processed_pseudogene	MRPS17P9
57430	ENSG00000077713	protein_coding	SLC25A43
57431	ENSG00000237903	sense_intronic	AC004000.1
57432	ENSG00000207175	snRNA	RNU1-67P
57433	ENSG00000266420	misc_RNA	RN7SL118P
57434	ENSG00000252147	misc_RNA	RNY3P16
57435	ENSG00000224281	processed_transcript	SLC25A5-AS1
57436	ENSG00000005022	protein_coding	SLC25A5
57437	ENSG00000018610	protein_coding	CXorf56
57438	ENSG00000077721	protein_coding	UBE2A
57439	ENSG00000186416	protein_coding	NKRF
57440	ENSG00000125354	protein_coding	SEPT6
57441	ENSG00000211578	miRNA	MIR766
57442	ENSG00000279601	TEC	AC005052.1
57443	ENSG00000187808	protein_coding	SOWAHD
57444	ENSG00000198918	protein_coding	RPL39
57445	ENSG00000206622	snoRNA	SNORA69
57446	ENSG00000125351	protein_coding	UPF3B
57447	ENSG00000125352	protein_coding	RNF113A
57448	ENSG00000125356	protein_coding	NDUFA1
57449	ENSG00000186471	protein_coding	AKAP14
57450	ENSG00000101882	protein_coding	NKAP
57451	ENSG00000282933	transcribed_unprocessed_pseudogene	RHOXF1P3
57452	ENSG00000234493	transcribed_unprocessed_pseudogene	RHOXF1P1
57453	ENSG00000282850	unprocessed_pseudogene	RHOXF1P2
57454	ENSG00000258545	antisense	RHOXF1-AS1
57455	ENSG00000203989	protein_coding	RHOXF2B
57456	ENSG00000101883	protein_coding	RHOXF1
57457	ENSG00000228139	lincRNA	LINC01402
57458	ENSG00000233382	transcribed_processed_pseudogene	NKAPP1
57459	ENSG00000131721	protein_coding	RHOXF2
57460	ENSG00000227541	processed_pseudogene	SFR1P1
57461	ENSG00000237757	processed_pseudogene	EEF1A1P30
57462	ENSG00000177485	protein_coding	ZBTB33
57463	ENSG00000125355	protein_coding	TMEM255A
57464	ENSG00000232042	processed_pseudogene	AL512286.1
57465	ENSG00000101892	protein_coding	ATP1B4
57466	ENSG00000005893	protein_coding	LAMP2
57467	ENSG00000251707	snRNA	RNU7-37P
57468	ENSG00000158290	protein_coding	CUL4B
57469	ENSG00000232119	protein_coding	MCTS1
57470	ENSG00000171155	protein_coding	C1GALT1C1
57471	ENSG00000278317	processed_pseudogene	AC011890.2
57472	ENSG00000181511	processed_pseudogene	AC011890.1
57473	ENSG00000237828	processed_pseudogene	PA2G4P1
57474	ENSG00000236446	protein_coding	CT47B1
57475	ENSG00000271346	processed_pseudogene	AC008162.1
57476	ENSG00000278646	protein_coding	AC008162.2
57477	ENSG00000226685	protein_coding	CT47A12
57478	ENSG00000270678	processed_pseudogene	AL670379.6
57479	ENSG00000226929	protein_coding	CT47A11
57480	ENSG00000270493	processed_pseudogene	AL670379.4
57481	ENSG00000224089	protein_coding	CT47A10
57482	ENSG00000271154	processed_pseudogene	AL670379.10
57483	ENSG00000226600	protein_coding	CT47A9
57484	ENSG00000271041	processed_pseudogene	AL670379.9
57485	ENSG00000230347	protein_coding	CT47A8
57486	ENSG00000270397	processed_pseudogene	AL670379.2
57487	ENSG00000228517	protein_coding	CT47A7
57488	ENSG00000271502	processed_pseudogene	AL670379.12
57489	ENSG00000226023	protein_coding	CT47A6
57490	ENSG00000271211	processed_pseudogene	AL670379.11
57491	ENSG00000237957	protein_coding	CT47A5
57492	ENSG00000270736	processed_pseudogene	AL670379.7
57493	ENSG00000230594	protein_coding	CT47A4
57494	ENSG00000270771	processed_pseudogene	AL670379.8
57495	ENSG00000236126	protein_coding	CT47A3
57496	ENSG00000270646	processed_pseudogene	AL670379.5
57497	ENSG00000242362	protein_coding	CT47A2
57498	ENSG00000270456	processed_pseudogene	AL670379.3
57499	ENSG00000236371	protein_coding	CT47A1
57500	ENSG00000270251	processed_pseudogene	AL670379.1
57501	ENSG00000233433	processed_pseudogene	AC006144.1
57502	ENSG00000182890	protein_coding	GLUD2
57503	ENSG00000234176	processed_pseudogene	HSPA8P1
57504	ENSG00000265456	miRNA	MIR3672
57505	ENSG00000213498	processed_pseudogene	TPT1P13
57506	ENSG00000260585	lincRNA	AL359851.1
57507	ENSG00000237891	processed_pseudogene	AL441985.1
57508	ENSG00000280142	TEC	AL357562.1
57509	ENSG00000232496	processed_pseudogene	RPL3P12
57510	ENSG00000212321	snoRNA	RF00012
57511	ENSG00000224236	processed_pseudogene	MRRFP1
57512	ENSG00000125675	protein_coding	GRIA3
57513	ENSG00000179101	processed_pseudogene	AL590139.1
57514	ENSG00000229733	processed_pseudogene	AL030996.1
57515	ENSG00000228466	processed_pseudogene	TUBB4AP1
57516	ENSG00000125676	protein_coding	THOC2
57517	ENSG00000232149	processed_pseudogene	FERP1
57518	ENSG00000230376	processed_pseudogene	MEMO1P4
57519	ENSG00000252178	snRNA	RNU7-69P
57520	ENSG00000226902	processed_pseudogene	CHCHD2P1
57521	ENSG00000264933	misc_RNA	RN7SL190P
57522	ENSG00000199705	misc_RNA	RF00019
57523	ENSG00000101966	protein_coding	XIAP
57524	ENSG00000237331	antisense	XIAP-AS1
57525	ENSG00000252627	snRNA	RNU6-122P
57526	ENSG00000237025	processed_pseudogene	AL121601.2
57527	ENSG00000232412	lincRNA	AL121601.1
57528	ENSG00000101972	protein_coding	STAG2
57529	ENSG00000237426	processed_pseudogene	ZIK1P1
57530	ENSG00000252693	snoRNA	RF00561
57531	ENSG00000234564	processed_pseudogene	HSPA8P20
57532	ENSG00000183918	protein_coding	SH2D1A
57533	ENSG00000282419	protein_coding	TEX13D
57534	ENSG00000232054	processed_pseudogene	NPM1P34
57535	ENSG00000226532	processed_pseudogene	AL022718.1
57536	ENSG00000009694	protein_coding	TENM1
57537	ENSG00000236880	processed_pseudogene	Z85995.1
57538	ENSG00000232599	processed_pseudogene	AL008707.1
57539	ENSG00000282815	protein_coding	TEX13C
57540	ENSG00000213489	processed_pseudogene	AL627231.1
57541	ENSG00000280223	TEC	AL645820.1
57542	ENSG00000237208	lincRNA	AL445072.1
57543	ENSG00000198354	protein_coding	DCAF12L2
57544	ENSG00000230916	processed_pseudogene	MTCO1P53
57545	ENSG00000231501	processed_pseudogene	MTND4LP1
57546	ENSG00000232177	processed_pseudogene	MTND4P24
57547	ENSG00000274901	unprocessed_pseudogene	Z69908.1
57548	ENSG00000198889	protein_coding	DCAF12L1
57549	ENSG00000226414	processed_pseudogene	MTCYBP38
57550	ENSG00000183631	protein_coding	PRR32
57551	ENSG00000230538	processed_pseudogene	Z82209.1
57552	ENSG00000280275	TEC	Z82209.2
57553	ENSG00000274631	processed_pseudogene	AL662814.1
57554	ENSG00000260683	lincRNA	AL591643.1
57555	ENSG00000235274	processed_pseudogene	Z75741.2
57556	ENSG00000224548	processed_pseudogene	Z75741.1
57557	ENSG00000123165	protein_coding	ACTRT1
57558	ENSG00000236042	processed_pseudogene	Z74696.2
57559	ENSG00000235334	processed_pseudogene	BTG3P1
57560	ENSG00000235239	processed_pseudogene	Z74696.1
57561	ENSG00000235735	processed_pseudogene	RPL7AP72
57562	ENSG00000225689	lincRNA	AL442647.1
57563	ENSG00000226802	processed_pseudogene	AL442647.2
57564	ENSG00000218728	processed_pseudogene	KRT18P44
57565	ENSG00000223995	processed_pseudogene	RPL32P35
57566	ENSG00000234592	processed_pseudogene	AL359845.1
57567	ENSG00000226339	processed_pseudogene	RPS26P56
57568	ENSG00000201518	rRNA_pseudogene	RNA5SP513
57569	ENSG00000102038	protein_coding	SMARCA1
57570	ENSG00000252170	snoRNA	RF01169
57571	ENSG00000122126	protein_coding	OCRL
57572	ENSG00000171388	protein_coding	APLN
57573	ENSG00000122121	protein_coding	XPNPEP2
57574	ENSG00000122122	protein_coding	SASH3
57575	ENSG00000240143	3prime_overlapping_ncRNA	AL023653.1
57576	ENSG00000275070	misc_RNA	RF00017
57577	ENSG00000188706	protein_coding	ZDHHC9
57578	ENSG00000235189	antisense	AL034405.1
57579	ENSG00000238040	processed_pseudogene	SALL4P2
57580	ENSG00000156697	protein_coding	UTP14A
57581	ENSG00000085185	protein_coding	BCORL1
57582	ENSG00000102034	protein_coding	ELF4
57583	ENSG00000156709	protein_coding	AIFM1
57584	ENSG00000134594	protein_coding	RAB33A
57585	ENSG00000056277	protein_coding	ZNF280C
57586	ENSG00000202304	snRNA	RNU6-1130P
57587	ENSG00000225046	processed_pseudogene	AL035423.1
57588	ENSG00000102078	protein_coding	SLC25A14
57589	ENSG00000147262	protein_coding	GPR119
57590	ENSG00000134597	protein_coding	RBMX2
57591	ENSG00000274775	transcribed_unprocessed_pseudogene	Z82195.2
57592	ENSG00000221930	transcribed_processed_pseudogene	FAM45BP
57593	ENSG00000271677	unprocessed_pseudogene	Z82195.1
57594	ENSG00000165675	protein_coding	ENOX2
57595	ENSG00000238188	processed_pseudogene	AL049733.1
57596	ENSG00000228659	antisense	LINC01201
57597	ENSG00000147256	protein_coding	ARHGAP36
57598	ENSG00000241198	misc_RNA	RN7SL191P
57599	ENSG00000237650	unprocessed_pseudogene	OR11Q1P
57600	ENSG00000276205	unprocessed_pseudogene	AL603758.1
57601	ENSG00000147255	protein_coding	IGSF1
57602	ENSG00000185903	unprocessed_pseudogene	OR11N1P
57603	ENSG00000229082	unprocessed_pseudogene	OR5AW1P
57604	ENSG00000242610	unprocessed_pseudogene	OR5BH1P
57605	ENSG00000234288	unprocessed_pseudogene	OR1AA1P
57606	ENSG00000230973	processed_pseudogene	AL049734.2
57607	ENSG00000228450	processed_pseudogene	AL049734.1
57608	ENSG00000171054	protein_coding	OR13H1
57609	ENSG00000237225	unprocessed_pseudogene	OR13K1P
57610	ENSG00000232787	unprocessed_pseudogene	OR7L1P
57611	ENSG00000235730	unprocessed_pseudogene	OR2AF1P
57612	ENSG00000227183	processed_pseudogene	HDGFP1
57613	ENSG00000213468	processed_transcript	FIRRE
57614	ENSG00000241418	processed_pseudogene	MCRIP2P1
57615	ENSG00000228089	processed_pseudogene	PNKDP1
57616	ENSG00000235190	processed_pseudogene	AL008629.1
57617	ENSG00000200587	rRNA_pseudogene	RNA5SP514
57618	ENSG00000134602	protein_coding	STK26
57619	ENSG00000165694	protein_coding	FRMD7
57620	ENSG00000228819	processed_pseudogene	AL049792.1
57621	ENSG00000123728	protein_coding	RAP2C
57622	ENSG00000232160	antisense	RAP2C-AS1
57623	ENSG00000076770	protein_coding	MBNL3
57624	ENSG00000206900	snRNA	RNU6-98P
57625	ENSG00000171004	protein_coding	HS6ST2
57626	ENSG00000235849	antisense	HS6ST2-AS1
57627	ENSG00000227064	processed_pseudogene	Z82205.1
57628	ENSG00000134588	protein_coding	USP26
57629	ENSG00000225949	processed_pseudogene	Z77249.1
57630	ENSG00000207100	snoRNA	RF00393
57631	ENSG00000183434	protein_coding	TFDP3
57632	ENSG00000202199	snRNA	RNU1-115P
57633	ENSG00000076716	protein_coding	GPC4
57634	ENSG00000206765	snRNA	RNU6-203P
57635	ENSG00000147257	protein_coding	GPC3
57636	ENSG00000227008	processed_pseudogene	AL009174.1
57637	ENSG00000233260	processed_pseudogene	RPSAP63
57638	ENSG00000232068	unprocessed_pseudogene	AF003529.1
57639	ENSG00000200572	misc_RNA	RF00019
57640	ENSG00000224908	processed_pseudogene	TIMM8BP2
57641	ENSG00000283638	processed_transcript	AC002407.1
57642	ENSG00000284499	miRNA	MIR363
57643	ENSG00000284538	miRNA	MIR92A2
57644	ENSG00000284107	miRNA	MIR19B2
57645	ENSG00000284043	miRNA	MIR20B
57646	ENSG00000283931	miRNA	MIR18B
57647	ENSG00000284157	miRNA	MIR106A
57648	ENSG00000232664	processed_pseudogene	LARP1BP3
57649	ENSG00000203952	protein_coding	CCDC160
57650	ENSG00000214961	processed_pseudogene	FO393409.1
57651	ENSG00000156531	protein_coding	PHF6
57652	ENSG00000165704	protein_coding	HPRT1
57653	ENSG00000226107	processed_pseudogene	AC004383.1
57654	ENSG00000216001	miRNA	MIR450B
57655	ENSG00000199132	miRNA	MIR450A1
57656	ENSG00000207755	miRNA	MIR450A2
57657	ENSG00000207784	miRNA	MIR542
57658	ENSG00000223749	lincRNA	MIR503HG
57659	ENSG00000208005	miRNA	MIR503
57660	ENSG00000284231	miRNA	MIR424
57661	ENSG00000227060	lincRNA	LINC00629
57662	ENSG00000170965	protein_coding	PLAC1
57663	ENSG00000235813	lincRNA	AL672032.1
57664	ENSG00000236509	processed_pseudogene	RPL21P133
57665	ENSG00000237432	processed_pseudogene	RPS7P12
57666	ENSG00000199920	snRNA	RNU4-44P
57667	ENSG00000156504	protein_coding	FAM122B
57668	ENSG00000156500	protein_coding	FAM122C
57669	ENSG00000280249	pseudogene	AL691477.1
57670	ENSG00000101928	protein_coding	MOSPD1
57671	ENSG00000207081	snRNA	RNU6-616P
57672	ENSG00000236091	lincRNA	LINC02243
57673	ENSG00000231929	processed_pseudogene	HMGB3P31
57674	ENSG00000184785	protein_coding	SMIM10
57675	ENSG00000212747	protein_coding	RTL8B
57676	ENSG00000134590	protein_coding	RTL8C
57677	ENSG00000203950	protein_coding	RTL8A
57678	ENSG00000228372	lincRNA	SMIM10L2B-AS1
57679	ENSG00000234228	processed_pseudogene	NCLP2
57680	ENSG00000196972	protein_coding	SMIM10L2B
57681	ENSG00000224107	protein_coding	ETDB
57682	ENSG00000223809	lincRNA	AC234771.1
57683	ENSG00000232582	processed_pseudogene	AC234771.3
57684	ENSG00000169551	protein_coding	CT55
57685	ENSG00000236491	unprocessed_pseudogene	AC234771.4
57686	ENSG00000228922	unprocessed_pseudogene	AC234771.2
57687	ENSG00000269833	processed_pseudogene	AC234771.5
57688	ENSG00000186376	protein_coding	ZNF75D
57689	ENSG00000238210	protein_coding	ETDA
57690	ENSG00000274024	processed_pseudogene	AL590282.1
57691	ENSG00000283644	protein_coding	ETDC
57692	ENSG00000284994	lincRNA	AL590282.2
57693	ENSG00000173275	protein_coding	ZNF449
57694	ENSG00000229015	transcribed_unprocessed_pseudogene	AL450472.1
57695	ENSG00000178947	protein_coding	SMIM10L2A
57696	ENSG00000201440	rRNA_pseudogene	RNA5SP515
57697	ENSG00000225769	processed_pseudogene	CROCCP1
57698	ENSG00000273988	unprocessed_pseudogene	AL450472.3
57699	ENSG00000271158	processed_pseudogene	AL450472.2
57700	ENSG00000225235	antisense	INTS6L-AS1
57701	ENSG00000165359	protein_coding	INTS6L
57702	ENSG00000237833	processed_pseudogene	AL391380.1
57703	ENSG00000224539	unprocessed_pseudogene	SAGE4P
57704	ENSG00000277486	unprocessed_pseudogene	SAGE3P
57705	ENSG00000198022	unprocessed_pseudogene	SAGE2P
57706	ENSG00000274601	unprocessed_pseudogene	AC240442.1
57707	ENSG00000268940	protein_coding	CT45A1
57708	ENSG00000233861	processed_pseudogene	MGAT2P1
57709	ENSG00000238200	processed_pseudogene	MGAT2P2
57710	ENSG00000269096	protein_coding	CT45A3
57711	ENSG00000228836	protein_coding	CT45A5
57712	ENSG00000278289	protein_coding	CT45A6
57713	ENSG00000271449	protein_coding	CT45A2
57714	ENSG00000273696	protein_coding	CT45A7
57715	ENSG00000278085	protein_coding	CT45A8
57716	ENSG00000270946	protein_coding	CT45A9
57717	ENSG00000269586	protein_coding	CT45A10
57718	ENSG00000181433	protein_coding	SAGE1
57719	ENSG00000230162	unprocessed_pseudogene	CT45A11P
57720	ENSG00000169446	protein_coding	MMGT1
57721	ENSG00000198689	protein_coding	SLC9A6
57722	ENSG00000219930	processed_pseudogene	GAPDHP67
57723	ENSG00000231513	processed_pseudogene	E2F6P4
57724	ENSG00000239080	snoRNA	RF01210
57725	ENSG00000022267	protein_coding	FHL1
57726	ENSG00000129680	protein_coding	MAP7D3
57727	ENSG00000230079	processed_pseudogene	STK24P1
57728	ENSG00000156920	protein_coding	ADGRG4
57729	ENSG00000102239	protein_coding	BRS3
57730	ENSG00000102241	protein_coding	HTATSF1
57731	ENSG00000102243	protein_coding	VGLL1
57732	ENSG00000216060	miRNA	MIR934
57733	ENSG00000199424	misc_RNA	RF00019
57734	ENSG00000252320	snRNA	RNU6-320P
57735	ENSG00000233093	processed_transcript	LINC00892
57736	ENSG00000102245	protein_coding	CD40LG
57737	ENSG00000129675	protein_coding	ARHGEF6
57738	ENSG00000212510	snRNA	RNU6-972P
57739	ENSG00000271339	processed_pseudogene	AL683813.2
57740	ENSG00000231164	processed_pseudogene	RPL7P56
57741	ENSG00000225125	processed_pseudogene	RANP4
57742	ENSG00000202279	misc_RNA	RF00019
57743	ENSG00000232611	lincRNA	AL683813.1
57744	ENSG00000225400	processed_pseudogene	RAB28P5
57745	ENSG00000147274	protein_coding	RBMX
57746	ENSG00000206979	snoRNA	SNORD61
57747	ENSG00000234062	transcribed_unprocessed_pseudogene	AL390879.1
57748	ENSG00000232379	processed_pseudogene	RPL22P23
57749	ENSG00000237307	processed_pseudogene	SRRM1P3
57750	ENSG00000165370	protein_coding	GPR101
57751	ENSG00000214748	processed_pseudogene	AL355309.1
57752	ENSG00000237584	processed_pseudogene	RAC1P4
57753	ENSG00000224765	antisense	AL035443.1
57754	ENSG00000156925	protein_coding	ZIC3
57755	ENSG00000283692	lincRNA	Z96074.1
57756	ENSG00000239579	misc_RNA	RN7SL325P
57757	ENSG00000229562	processed_pseudogene	ZFYVE9P1
57758	ENSG00000222114	snRNA	RNU6-985P
57759	ENSG00000252163	misc_RNA	RN7SKP31
57760	ENSG00000183981	processed_pseudogene	MAGEA13P
57761	ENSG00000214930	processed_pseudogene	KRT8P6
57762	ENSG00000285989	TEC	AL357123.1
57763	ENSG00000129682	protein_coding	FGF13
57764	ENSG00000232183	antisense	AL031386.1
57765	ENSG00000207800	miRNA	MIR504
57766	ENSG00000226031	antisense	FGF13-AS1
57767	ENSG00000235975	processed_pseudogene	Z83313.1
57768	ENSG00000173954	processed_pseudogene	SNURFL
57769	ENSG00000232549	processed_pseudogene	SRD5A1P1
57770	ENSG00000101981	protein_coding	F9
57771	ENSG00000101977	protein_coding	MCF2
57772	ENSG00000238485	snoRNA	RF01210
57773	ENSG00000101974	protein_coding	ATP11C
57774	ENSG00000221375	snRNA	RNU6ATAC23P
57775	ENSG00000252719	snoRNA	RF00425
57776	ENSG00000207633	miRNA	MIR505
57777	ENSG00000203933	protein_coding	CXorf66
57778	ENSG00000233145	lincRNA	AL589987.2
57779	ENSG00000214653	processed_pseudogene	HNRNPA3P3
57780	ENSG00000241248	misc_RNA	RN7SL727P
57781	ENSG00000230707	processed_pseudogene	AL589987.1
57782	ENSG00000231110	lincRNA	FO393408.1
57783	ENSG00000224942	processed_pseudogene	AL137014.1
57784	ENSG00000275268	snRNA	RF00066
57785	ENSG00000225758	processed_pseudogene	RPS17P17
57786	ENSG00000134595	protein_coding	SOX3
57787	ENSG00000230668	lincRNA	AL844175.1
57788	ENSG00000203930	antisense	LINC00632
57789	ENSG00000184258	protein_coding	CDR1
57790	ENSG00000221081	miRNA	MIR320D2
57791	ENSG00000229269	lincRNA	AL451048.1
57792	ENSG00000227234	protein_coding	SPANXB1
57793	ENSG00000207041	snRNA	RNU6-3P
57794	ENSG00000214925	processed_pseudogene	AC234778.1
57795	ENSG00000261212	lincRNA	AC234778.2
57796	ENSG00000182195	protein_coding	LDOC1
57797	ENSG00000198573	protein_coding	SPANXC
57798	ENSG00000213423	processed_pseudogene	RBMX2P2
57799	ENSG00000227779	processed_pseudogene	AC234779.1
57800	ENSG00000277215	lincRNA	SPANXA2-OT1
57801	ENSG00000198021	protein_coding	SPANXA1
57802	ENSG00000203926	protein_coding	SPANXA2
57803	ENSG00000223438	sense_intronic	AC235097.1
57804	ENSG00000196406	protein_coding	SPANXD
57805	ENSG00000165509	protein_coding	MAGEC3
57806	ENSG00000155495	protein_coding	MAGEC1
57807	ENSG00000236205	unprocessed_pseudogene	AL023773.2
57808	ENSG00000225469	unprocessed_pseudogene	AL023773.1
57809	ENSG00000250625	unprocessed_pseudogene	AL031073.1
57810	ENSG00000046774	protein_coding	MAGEC2
57811	ENSG00000275508	processed_pseudogene	AL109620.1
57812	ENSG00000201000	rRNA_pseudogene	RNA5SP516
57813	ENSG00000189326	protein_coding	SPANXN4
57814	ENSG00000202473	misc_RNA	RN7SKP81
57815	ENSG00000199878	misc_RNA	RN7SKP149
57816	ENSG00000227303	antisense	AC239727.1
57817	ENSG00000226064	processed_pseudogene	PGBD4P6
57818	ENSG00000235539	processed_pseudogene	MTND1P33
57819	ENSG00000230130	processed_pseudogene	MTND2P39
57820	ENSG00000189252	protein_coding	SPANXN3
57821	ENSG00000179542	protein_coding	SLITRK4
57822	ENSG00000213924	processed_pseudogene	HNRNPH1P2
57823	ENSG00000268988	protein_coding	SPANXN2
57824	ENSG00000225970	lincRNA	AL500522.1
57825	ENSG00000235729	processed_pseudogene	AL500522.2
57826	ENSG00000276380	polymorphic_pseudogene	UBE2NL
57827	ENSG00000224630	processed_pseudogene	AC234064.1
57828	ENSG00000235598	processed_pseudogene	RRM2P4
57829	ENSG00000215054	processed_pseudogene	HNRNPCP10
57830	ENSG00000201912	misc_RNA	RN7SKP189
57831	ENSG00000233548	processed_pseudogene	CYCSP44
57832	ENSG00000234712	antisense	AL713923.1
57833	ENSG00000203923	protein_coding	SPANXN1
57834	ENSG00000231093	processed_pseudogene	AL391256.1
57835	ENSG00000270709	processed_pseudogene	AL109653.1
57836	ENSG00000279585	TEC	AL109653.2
57837	ENSG00000185985	protein_coding	SLITRK2
57838	ENSG00000252219	miRNA	MIR892C
57839	ENSG00000216075	miRNA	MIR890
57840	ENSG00000216005	miRNA	MIR888
57841	ENSG00000215943	miRNA	MIR892A
57842	ENSG00000216098	miRNA	MIR892B
57843	ENSG00000216064	miRNA	MIR891B
57844	ENSG00000216056	miRNA	MIR891A
57845	ENSG00000201594	rRNA_pseudogene	RNA5SP517
57846	ENSG00000234748	processed_pseudogene	AL109913.1
57847	ENSG00000226388	processed_pseudogene	ELL2P4
57848	ENSG00000231686	processed_pseudogene	Z97180.1
57849	ENSG00000235699	protein_coding	CXorf51B
57850	ENSG00000224440	protein_coding	CXorf51A
57851	ENSG00000225660	processed_pseudogene	Z99497.1
57852	ENSG00000271660	processed_pseudogene	Z99497.2
57853	ENSG00000284377	lincRNA	AL589669.1
57854	ENSG00000216171	miRNA	MIR513C
57855	ENSG00000207871	miRNA	MIR513B
57856	ENSG00000207873	miRNA	MIR513A1
57857	ENSG00000207984	miRNA	MIR513A2
57858	ENSG00000207731	miRNA	MIR506
57859	ENSG00000207969	miRNA	MIR507
57860	ENSG00000207589	miRNA	MIR508
57861	ENSG00000252583	miRNA	MIR514B
57862	ENSG00000212013	miRNA	MIR509-2
57863	ENSG00000212014	miRNA	MIR509-3
57864	ENSG00000208000	miRNA	MIR509-1
57865	ENSG00000207641	miRNA	MIR510
57866	ENSG00000207868	miRNA	MIR514A1
57867	ENSG00000207866	miRNA	MIR514A2
57868	ENSG00000207867	miRNA	MIR514A3
57869	ENSG00000274579	processed_pseudogene	AL096861.1
57870	ENSG00000228855	processed_pseudogene	AL009048.1
57871	ENSG00000227505	processed_pseudogene	AC016925.1
57872	ENSG00000271175	processed_pseudogene	AC016925.2
57873	ENSG00000202051	snRNA	RNU6-382P
57874	ENSG00000227083	antisense	L29074.1
57875	ENSG00000268066	processed_transcript	FMR1-AS1
57876	ENSG00000274086	misc_RNA	RF02118
57877	ENSG00000102081	protein_coding	FMR1
57878	ENSG00000236337	sense_intronic	FMR1-IT1
57879	ENSG00000176988	protein_coding	FMR1NB
57880	ENSG00000201285	rRNA	RNA5SP524
57881	ENSG00000219507	processed_pseudogene	FTH1P8
57882	ENSG00000233467	processed_pseudogene	U40455.1
57883	ENSG00000176970	processed_pseudogene	RPL7L1P11
57884	ENSG00000237741	antisense	AC002368.1
57885	ENSG00000155966	protein_coding	AFF2
57886	ENSG00000223516	sense_intronic	AFF2-IT1
57887	ENSG00000222313	misc_RNA	RN7SKP267
57888	ENSG00000242186	unprocessed_pseudogene	AC231760.1
57889	ENSG00000010404	protein_coding	IDS
57890	ENSG00000241489	protein_coding	AC244197.3
57891	ENSG00000238039	lincRNA	AC244197.2
57892	ENSG00000176289	unprocessed_pseudogene	IDSP1
57893	ENSG00000241769	antisense	LINC00893
57894	ENSG00000197620	protein_coding	CXorf40A
57895	ENSG00000283697	protein_coding	HSFX3
57896	ENSG00000267978	protein_coding	MAGEA9B
57897	ENSG00000268738	protein_coding	HSFX2
57898	ENSG00000269556	protein_coding	TMEM185A
57899	ENSG00000229322	processed_pseudogene	AC244197.1
57900	ENSG00000185247	protein_coding	MAGEA11
57901	ENSG00000228833	unprocessed_pseudogene	AC244098.2
57902	ENSG00000223377	unprocessed_pseudogene	AC244098.1
57903	ENSG00000231694	unprocessed_pseudogene	AC244098.3
57904	ENSG00000235254	unprocessed_pseudogene	TMEM185AP1
57905	ENSG00000171116	protein_coding	HSFX1
57906	ENSG00000123584	protein_coding	MAGEA9
57907	ENSG00000224732	unprocessed_pseudogene	MAGEA7P
57908	ENSG00000229829	processed_pseudogene	DUTP4
57909	ENSG00000280752	lincRNA	LINC00850
57910	ENSG00000230899	antisense	MAGEA8-AS1
57911	ENSG00000156009	protein_coding	MAGEA8
57912	ENSG00000197021	protein_coding	CXorf40B
57913	ENSG00000283463	protein_coding	HSFX4
57914	ENSG00000235703	antisense	LINC00894
57915	ENSG00000183171	processed_pseudogene	BX322650.1
57916	ENSG00000252454	miRNA	MIR2114
57917	ENSG00000234825	processed_pseudogene	XRCC6P2
57918	ENSG00000013619	protein_coding	MAMLD1
57919	ENSG00000171100	protein_coding	MTM1
57920	ENSG00000063601	protein_coding	MTMR1
57921	ENSG00000102181	protein_coding	CD99L2
57922	ENSG00000228728	processed_pseudogene	PPIAP91
57923	ENSG00000230153	lincRNA	AF274573.1
57924	ENSG00000222796	snRNA	RNU6-383P
57925	ENSG00000029993	protein_coding	HMGB3
57926	ENSG00000230508	processed_pseudogene	RPL19P21
57927	ENSG00000270916	processed_pseudogene	RPL12P50
57928	ENSG00000212595	rRNA	RNA5SP525
57929	ENSG00000265789	miRNA	MIR4330
57930	ENSG00000234696	antisense	GPR50-AS1
57931	ENSG00000102195	protein_coding	GPR50
57932	ENSG00000269993	lincRNA	KC877982.1
57933	ENSG00000228717	processed_pseudogene	AF013593.1
57934	ENSG00000278724	misc_RNA	RF00017
57935	ENSG00000160131	protein_coding	VMA21
57936	ENSG00000270052	lincRNA	BX546450.2
