genes	logFC	logCPM	LR	PValue	FDR	N1	N2	N3	N4	N5	N6	N7	N8	N9	N10	N11	N12	N13	N14	N15	N16	N17	IRI1	IRI2	IRI3	IRI4	IRI5	IRI6	IRI7	IRI8	IRI9	IRI10	IRI11	IRI12	IRI13	IRI14	IRI15	IRI16	IRI17	IRI18	IRI19	IRI20	IRI21	IRI22	IRI23
ERVE-1	-1.15426265336851	4.86994699891941	4.33411691870815	0.037355789100652	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	6	1	3	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	6	0	0	0	0
AL162171.2	1.69957928356581	3.92382848158908	4.33001023266844	0.0374460206942406	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
LINC01122	1.70262062166695	3.92050828176329	4.32302630177628	0.0375999954704646	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	17	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	1	0	0	0
LINC02562	-1.4787643877371	3.8781757504152	4.32262296375198	0.0376089081026237	1	1	0	2	0	0	0	2	0	6	0	3	3	3	0	0	0	13	0	0	3	0	1	0	3	0	0	2	0	0	2	0	0	0	0	1	0	0	2	0	0
AC131025.2	-1.47504565951145	3.87800088613407	4.31597890232465	0.0377560420942305	1	5	9	0	0	4	1	5	1	9	0	4	3	5	3	0	1	0	16	0	8	0	12	12	7	7	9	7	27	1	1	3	8	1	2	0	12	10	7	5	9
AP005057.1	1.69024546296389	3.92314292350123	4.31189770157456	0.0378467199791133	1	3	1	0	2	6	5	1	11	7	6	4	21	0	2	3	0	28	6	0	2	0	0	1	1	5	1	8	7	2	1	0	1	10	2	3	1	2	0	0	12
AL357078.1	1.73154784382631	4.25481016934529	4.3104517568095	0.0378789013302708	1	0	1	0	0	0	7	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC016745.1	1.69828332342109	4.29373020297221	4.30390235423419	0.0380250261846401	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC123768.3	1.68898477240758	3.91944777326498	4.29406539112207	0.0382456114130351	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	1	0
AC108463.3	1.86936186179807	4.20920938981727	4.27974180832309	0.0385692066299823	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC009480.1	2.0373334782499	4.05877691040409	4.2780014444396	0.038608719661755	1	20	13	4	6	4	3	9	6	9	9	11	10	3	5	8	18	8	10	14	13	10	5	7	16	2	0	6	2	20	12	15	8	24	18	16	359	7	4	6	15
AC020892.2	-1.45912136497706	3.87698747204481	4.27320532880357	0.0387178299482643	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	6	0	0	0	0
AC110615.1	-1.45602790917652	3.87690911286419	4.27154161260376	0.0387557545139021	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL049829.2	-1.45602790917652	3.87690911286419	4.27154161260376	0.0387557545139021	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	2	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
SHANK2-AS3	-1.45602790917652	3.87690911286419	4.27154161260376	0.0387557545139021	1	1	2	0	3	0	10	1	0	0	0	1	0	0	0	9	0	0	0	1	5	0	4	3	2	1	0	19	0	6	8	0	1	9	4	3	2	0	3	9	0
AC004217.1	1.66787576370457	3.92113676177744	4.26070928212623	0.0390036328959676	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	3	1	0	1	0	1	0	1	2	0	0
AP001610.1	1.45809839000326	4.53118874056745	4.26059821641664	0.0390061830283983	1	0	0	0	3	0	2	5	16	0	4	3	2	0	0	0	12	0	0	11	9	0	21	1	2	1	0	1	131	3	5	6	3	9	2	4	0	6	5	35	0
AC012485.1	1.2464692232542	4.80892449661044	4.25186917363823	0.0392071548250012	1	0	2	0	2	3	2	0	0	1	0	0	2	5	2	0	0	0	0	3	4	1	2	3	2	11	5	0	0	2	5	11	3	1	1	1	3	1	0	1	10
AC006277.1	1.70246720514255	3.92036986692643	4.25138345196776	0.039218369613331	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC109597.2	-1.98400914596596	4.03389432885731	4.24495026273936	0.0393672228227984	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	2	0	0	0	0	0	0	0
AP000255.1	-1.44295195805006	3.87614023933692	4.24006006296535	0.0394807702671074	1	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01883	1.82571189418213	3.92148086558446	4.22854486600925	0.039749505360681	1	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC239803.1	2.88816480118714	5.00474351520288	4.22813611123874	0.0397590798463744	1	0	1	0	1	0	1	0	0	4	0	0	0	0	0	0	0	0	5	0	0	0	1	0	0	1	6	4	0	0	10	0	0	0	4	0	0	0	0	0	8
LUCAT1	1.10451617813814	8.32561127839601	4.22497111616836	0.0398332972113422	1	1	0	0	4	0	2	0	0	2	1	0	0	1	0	4	0	0	2	9	1	0	4	0	5	0	1	0	0	2	0	2	6	0	5	0	5	2	0	22	0
LINC01605	1.6565956293029	3.9167478788295	4.21691702896702	0.0400228175032612	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	6	0	0	1	2	0	0	0	0	3	0	0
AC087623.1	1.73152894464558	4.3289615094901	4.21294249061252	0.0401166906414441	1	0	0	0	0	2	0	0	0	7	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC005871.2	1.65080563286148	3.91630629817854	4.2090791126623	0.0402081598283886	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0
AC124861.1	-1.42835630163459	3.87529041996584	4.2054547597637	0.040294168888242	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL138831.1	1.78520712210674	4.22856310106065	4.20432059733058	0.0403211232079858	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
CARMN	-1.03285512593305	6.75651219356853	4.20184006662442	0.040380141084073	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	1	0	0	0	3	0	0	0	0	0	0	0	0
AC009884.1	-1.42617464654452	3.87515640354316	4.19988658201264	0.0404266830723329	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0
AC002064.2	1.87059095317369	4.17956576823504	4.19783297673974	0.0404756711689768	1	0	3	1	2	0	2	4	10	9	0	1	0	1	6	3	0	0	4	8	8	0	3	4	4	5	2	1	11	3	0	0	4	5	5	39	0	4	4	8	1
LINC02154	1.70450511106484	3.92060503218542	4.18715804184759	0.0407313242402961	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC006441.1	-2.02272918755836	3.99142563478256	4.17990847152459	0.0409059098355634	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
PKP4-AS1	1.12387556835158	5.13707601894919	4.17910328870183	0.0409253488360809	1	3	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL357054.2	-1.41231414003478	3.87435459799367	4.16739125494839	0.0412092042723387	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
AC148477.5	2.0007151070184	4.06234293310322	4.16224141649365	0.0413346707097727	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0	3	0	15	0	2	0	0	0	0	3	0	0	0	5
ZNF252P-AS1	1.29643470016877	4.69324509107949	4.15909922448154	0.0414114215479302	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
AL589765.1	-1.40953608384482	3.87414809086848	4.15817041518094	0.04143413719737	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	1
AC007128.1	-1.40846284620918	3.87412692110708	4.15808674415623	0.0414361841606296	1	3	1	0	0	6	1	4	1	2	0	5	0	1	1	0	0	0	0	2	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	2	0	1	2	0
AC243829.1	-1.41037399957173	3.87410291588167	4.15464235626221	0.0415205413882447	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	1	0	0	1	0	0	0	0	0	0	0	0
LINC02227	-1.41037399957173	3.87410291588167	4.15464235626221	0.0415205413882447	1	0	2	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	2	6	0	4	4	1	0	0	0	0	1	8	0	1	1	1	1	0	0	0	1	3
MIR4697HG	1.01008522746718	5.29291798246817	4.15454777675423	0.0415228602983323	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL139022.2	1.65755585005189	3.91693315689867	4.1526334568418	0.0415698250491859	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	2	0	1
AL353795.2	-1.98438332267509	3.97661124022498	4.15178107265655	0.0415907548739064	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0
AC026765.2	-1.09424778453323	4.93992831469365	4.14905745941172	0.0416577059375923	1	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01681	1.59217789697235	3.91136466956147	4.13883490859609	0.0419100055559189	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	3	0	0	0	0	0	0	0	0
AL450306.1	1.65451003155752	3.9161045756424	4.13712169305402	0.0419524457555269	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC005920.3	1.64739282723724	3.91608601939687	4.1299869535237	0.0421296755890054	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
AC092718.1	-1.39598755023371	3.87340305365926	4.12877136523978	0.0421599496659522	1	0	0	0	0	70	0	0	96	2	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
AC004923.4	1.61196383244627	3.91313793545254	4.12400227743135	0.0422789442165643	1	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	10	0	0	3	1	0	1	0	1	0	0	1	0
AC004491.1	1.61059980058313	3.91302868644384	4.11700088412969	0.0424542774802759	1	0	1	2	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	1	6	0	0	5	4	2	5	4	1	0	5	0	15	0	1	0	0	0	2	0	0
AC092747.1	2.04841553537414	4.0511337703126	4.11415969088216	0.0425256462905119	1	0	0	0	0	6	1	0	0	5	0	0	0	0	0	0	1	8	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0
AC069257.1	1.81118337168948	3.91436188616229	4.11114772713614	0.0426014424841942	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	1	0	1	0
AC067817.2	1.70568864406012	3.91473214944577	4.10715462214543	0.0427021481755607	1	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC098484.1	1.95583054584234	4.03536571396091	4.10134184500641	0.0428491934264887	1	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02327	-2.00981050526541	3.97364786082953	4.10120005816462	0.0428527868391395	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	4	0	0	0	0	2	0	0	5	0	2	3	0	0	0	0	0	0	1	0
AL357552.2	1.63256026296494	3.91488322868875	4.09782419772803	0.0429384375161316	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	4	0	0
AL512598.1	-1.52355187716241	3.87547304145363	4.0956691442195	0.0429932086040613	1	1	9	4	4	0	5	30	2	12	4	0	4	2	15	13	1	3	4	2	13	5	10	15	4	0	4	8	4	6	8	4	173	2	17	2	7	6	5	5	5
AC009121.1	1.59651834347692	3.91174942988219	4.0867711518288	0.043220131909654	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC020911.2	1.97818994765423	4.05061752338606	4.0820406068133	0.0433412863959307	1	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SOX2-OT	1.27198173982378	4.72529515803624	4.07802188785468	0.043444490876083	1	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SEC23A-AS1	-1.30102911808691	4.5716832206402	4.07684120765276	0.0434748609610592	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	4	0	0
AC005962.1	1.60352951788201	4.33571506573576	4.07078476919225	0.0436309994086604	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	6
AC019183.1	1.75084559639981	3.91561499206036	4.06755350705807	0.0437145444376082	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL353593.1	1.35873689764561	4.56927018864316	4.06610226378272	0.0437521214243014	1	0	1	0	0	1	0	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AP003555.1	1.71331314920762	3.91317713223323	4.06564831913228	0.0437638823726145	1	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AC025580.3	1.27541601919906	5.09058118102396	4.06286834140777	0.0438359795571002	1	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL031123.1	1.6443862874799	3.91563070216067	4.05451691905396	0.0440533217546905	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2
AC024257.4	-1.90700625854894	4.09116791466021	4.05343080657713	0.0440816705864225	1	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL358072.1	1.54883191554875	4.39514252536252	4.0527027160153	0.0441006853674244	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0
AC018529.3	-1.14474006674839	4.81934923549056	4.05080445406318	0.0441503008947655	1	0	11	7	27	21	2	33	23	11	34	4	122	4	72	48	35	5	52	185	33	33	41	25	17	55	2	9	6	14	23	53	296	12	83	12	38	95	11	88	1
LINC00323	1.94144527003334	4.04599249894541	4.04942883868062	0.0441862925386233	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	4	0	0	0	0	1	0	0	0
F10-AS1	-1.2358258207158	4.69323657937168	4.04550566989031	0.04428910817246	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	5	0	0	0	1	0	1	0	4	0	2	3	1	3	0	0	3	0	11	1	2	0	0
PTCHD1-AS	1.60578861423486	3.91267705053475	4.04444683285993	0.044316900554746	1	10	21	3	15	23	16	16	17	60	23	8	74	13	47	38	13	0	47	32	82	7	103	18	21	33	47	54	32	20	48	41	201	19	67	33	61	25	25	64	41
AC007216.2	1.60674008400679	3.9126484266204	4.03846552348819	0.0444742432582199	1	2	0	0	8	13	7	14	13	4	6	2	12	2	24	8	18	6	46	19	4	12	18	9	2	15	11	2	7	3	18	12	62	44	76	18	38	27	11	25	1
AL078581.3	1.23497465314888	4.75346964964219	4.02524316415565	0.044824157715685	1	0	0	0	5	0	4	6	1	1	8	2	4	1	0	6	1	0	4	13	11	0	6	1	0	2	0	1	7	1	2	7	15	1	12	0	2	4	8	7	0
AC078925.2	1.62593568785743	3.91435282051185	4.02122562688233	0.044931050450112	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0
AC136628.1	1.62734453505697	3.91450697526939	4.01794566374044	0.0450185179141677	1	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	1	0	8	0	0	0	4	0	0	0	0
AC092819.1	1.68303734211553	3.91895653091332	4.01564181545646	0.0450800623136527	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
LINC00278	1.11674621722232	5.02029313890337	4.01556130179286	0.0450822147362773	1	2	0	0	0	0	0	0	0	0	0	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
AC002347.1	1.89195259755637	4.04056049248626	4.01516168498382	0.0450928995466751	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC006059.1	1.2729077811707	4.67081776316452	4.01016313169428	0.0452267746133687	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	7	0	0	0	7	0	0	11	5	2	0	1
LINC01562	-1.50809489751667	4.32829576927711	4.00665156359327	0.0453210744052343	1	15	48	26	20	17	38	49	6	16	11	35	43	66	33	39	25	31	25	13	1031	10	70	30	31	9	82	142	540	11	44	19	60	110	49	42	37	17	37	99	29
AC019069.1	1.15815775343123	4.85281773137183	3.99797051437444	0.0455550856041173	1	0	6	3	0	0	1	0	0	6	0	3	2	0	1	1	1	6	4	0	2	8	0	1	1	2	10	1	7	5	2	0	0	2	1	4	31	0	0	0	7
AC145098.1	1.64428607562824	4.33375772660293	3.98737403417896	0.0458424566140353	1	3	5	0	0	1	0	0	4	2	3	0	5	9	4	0	4	0	0	5	0	2	1	3	0	2	5	3	0	4	4	1	1	7	8	9	48	4	13	3	2
AL139081.1	1.57747835563788	3.91027493984349	3.98466914520318	0.0459161173666277	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	6	0	1	0	0	0	0	0	3
AC008033.3	1.57457540981752	4.35682836976544	3.97660410451724	0.0461364894607716	1	0	1	0	0	0	0	0	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BSN-DT	-1.72699416981754	4.172463315569	3.96249580385486	0.0465246745429342	1	0	0	0	0	0	0	0	0	5	7	2	8	2	0	1	0	0	1	26	0	1	2	2	0	0	0	0	0	1	1	8	7	1	5	8	3	5	2	22	0
AL033527.2	1.40068086094368	4.49725348990809	3.96069198975079	0.0465745535394642	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0
NARF-AS1	1.56599401094011	3.90944412445866	3.95877185952782	0.0466277108527932	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	2	0	0	0	1	2	0	0	1	0	1	0	0	0	0	3	0	7	0	1	0	1
AC018695.7	1.59577019584998	3.91192894865061	3.957101568816	0.0466740035721471	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	1	2	6	0	3	0	0	0	0	0	0	1	0	5
LINC00989	1.9767169781581	4.04944277963562	3.95573562063514	0.0467118973413081	1	7	10	3	1	0	0	0	1	3	1	0	0	5	1	0	0	5	0	0	1	0	1	0	1	0	1	1	0	0	0	1	0	4	2	1	2	1	2	1	0
AC007285.2	1.74790295767208	3.90953853668099	3.9509292227055	0.0468454932235072	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0
AC084782.1	-1.97168795142059	4.03307673350763	3.94038018495887	0.0471401227019762	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC062037.2	1.55974894124254	3.90891156938048	3.93939816109138	0.0471676493956604	1	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AP005671.1	1.58947986853282	3.91139708135556	3.93596838330948	0.0472639211066466	1	0	0	0	0	1	0	3	1	1	1	2	2	0	0	1	0	0	3	7	1	3	0	1	4	3	0	1	0	1	3	0	7	1	2	1	39	0	1	3	2
AC018659.2	-1.68404664556908	4.15431936575459	3.92766393494868	0.0474978811824695	1	6	1	3	3	1	0	1	2	13	4	0	1	0	0	1	3	0	0	3	0	1	1	0	1	0	0	0	3	1	0	0	0	0	0	0	0	0	0	1	1
LINC01655	1.58524594004667	3.91105356028946	3.92692877518021	0.0475186515124918	1	0	0	1	4	1	0	0	0	0	0	1	3	0	0	0	3	2	2	0	5	5	2	1	1	0	2	5	1	6	0	0	0	5	2	0	3	1	5	1	5
AC122710.3	1.89912493094584	4.11490213106404	3.92242160886984	0.0476462012461972	1	0	5	3	7	1	0	0	0	4	7	6	9	0	0	0	1	19	0	3	2	1	0	3	2	3	0	0	0	0	2	2	1	4	1	1	0	1	2	1	2
AC137579.1	1.62947872909369	3.91472692280561	3.92031658079281	0.0477058957920223	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	6	0	0	0	0
AC245060.2	1.5487591727438	3.90792699164856	3.91867398072237	0.0477525315741472	1	2	0	0	0	2	0	0	0	3	1	0	3	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HLTF-AS1	1.54338957638794	3.90745137646555	3.9008237932292	0.0482624370709824	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC034213.1	-1.29830272418386	3.86769156994636	3.89728845680936	0.0483641068516226	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	4	2	0	0	0	0	7	0	0	0	0	0	0	2
AC126177.2	-1.29830272418386	3.86769156994636	3.89728845680936	0.0483641068516226	1	1	0	2	1	3	4	3	3	6	4	1	2	0	2	6	0	0	3	2	5	0	4	8	7	1	1	0	6	2	5	7	3	4	11	5	35	0	0	3	1
AL807761.3	-1.29830272418386	3.86769156994636	3.89728845680936	0.0483641068516226	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00589	-1.29830272418386	3.86769156994636	3.89728845680936	0.0483641068516226	1	0	2	15	4	2	0	4	0	78	1	7	9	0	3	0	0	2	3	0	1	0	0	8	1	2	1	0	1	1	2	4	2	15	2	1	0	1	7	2	0
BANCR	1.56393688052048	3.90937088660074	3.88843082829331	0.0486198299937739	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	3	1	0	0	0	0	0	1	0	0	0	1	1
LINC01993	1.73127967744168	4.23477452939898	3.88035504232741	0.0488542251243403	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0
AC011447.6	-1.40916300218385	3.87018351682035	3.87253421737665	0.0490823575705707	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC010336.6	-1.83426585454826	4.08601254450196	3.86318474536029	0.0493565575844411	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC008250.1	1.50135204594135	4.4238116198368	3.86180042687561	0.0493972939858141	1	8	4	3	1	12	6	10	18	6	9	4	12	15	1	4	2	6	9	146	5	4	1	2	5	3	7	7	9	2	10	17	7	10	12	8	11	28	12	18	3
