genes	logFC	logCPM	LR	PValue	FDR	N1	N2	N3	N4	N5	N6	N7	N8	N9	N10	N11	N12	N13	N14	N15	N16	N17	IRI1	IRI2	IRI3	IRI4	IRI5	IRI6	IRI7	IRI8	IRI9	IRI10	IRI11	IRI12	IRI13	IRI14	IRI15	IRI16	IRI17	IRI18	IRI19	IRI20	IRI21	IRI22	IRI23
SEMG1	-1.61560206871552	-3.38764711170005	4.92416600448344	0.0264835821097127	0.403690342096778	0	4	0	0	0	0	1	0	0	0	0	1	0	1	0	2	0	1	1	2	0	0	2	0	1	4	6	0	5	1	0	6	3	0	0	2	0	1	2	1
TCF23	-1.41504443689578	-3.21018037318889	4.9119343801255	0.026671755291542	0.403690342096778	0	0	0	2	1	0	4	1	0	0	0	0	0	0	0	4	0	5	11	22	0	0	0	1	6	1	0	0	1	2	6	13	2	1	0	7	2	0	5	0
PTPRR	1.66433653888437	-3.2738077849788	4.90478106167168	0.0267824466048019	0.403690342096778	3	23	42	5	0	0	0	3	75	7	2	1	8	15	1	2	2	1	2	3	1	0	5	3	8	7	0	10	0	0	27	3	16	2	4	2	0	7	4	0
TUBA4B	-1.36641963379364	-2.34844324868366	4.901591225077	0.0268319603798278	0.403690342096778	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRRX1	1.5526763884382	-1.70788359857651	4.89756391560782	0.0268946096637515	0.403690342096778	18	35	5	15	19	18	100	46	30	23	30	53	10	79	63	30	11	60	8	166	6	21	19	23	23	37	34	34	17	34	22	690	13	72	27	17	60	23	40	16
ANKUB1	1.11923991954601	-2.16206553280349	4.89558572188603	0.0269254383489287	0.403690342096778	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	3	2	0
SH2D7	1.87002490283061	-3.26213459137715	4.88862115003133	0.0270342687543075	0.403690342096778	0	0	0	3	0	0	4	0	2	0	3	0	4	0	5	0	0	0	0	1	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
ASIC4	2.16687402913553	-3.28993160152627	4.88566138998407	0.0270806572127663	0.403690342096778	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	3
SGCZ	-1.3946742542642	-3.05810928693356	4.88249359940455	0.0271303978532108	0.403690342096778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0
GOLGA6B	-1.44497964737056	-2.39522333377567	4.87918096203937	0.0271825145071286	0.403690342096778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
CLDN25	-1.56677141920352	-3.38957137388315	4.87672293922083	0.0272212530652091	0.403690342096778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	1
HSPB3	-1.56677141920352	-3.38957137388315	4.87672293922083	0.0272212530652091	0.403690342096778	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	1	0	0	3	0	8	2	0	4	0	0	5	0	0	0	0	0	1	3	4	0	0
KLHL35	1.36321773345178	-2.95288224284546	4.87615716386622	0.0272301778375343	0.403690342096778	3	0	0	0	0	3	4	1	0	1	1	1	18	0	0	11	2	21	3	130	0	0	1	0	1	9	0	5	2	0	10	12	2	8	5	1	3	4	48	0
TMEM179	-1.58120619525933	-3.33974106150947	4.84925180440999	0.0276581269210596	0.406527778251255	32	26	36	44	26	9	22	182	14	49	17	125	124	66	50	234	5	530	357	134	31	48	55	15	226	17	32	116	19	42	300	95	68	137	125	90	88	11	502	15
DNAH8	2.04181627038474	-3.04075632178975	4.84636549484598	0.0277044494247686	0.406527778251255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0
LCNL1	1.38616342668069	-2.91164244757257	4.84572657695522	0.0277147143507945	0.406527778251255	2	2	2	7	10	1	7	21	4	23	3	43	7	17	7	10	0	75	47	25	2	14	1	4	10	15	10	2	7	27	28	102	8	56	12	11	33	12	65	1
ART5	1.66889836085838	-3.03183338074972	4.83252834971251	0.0279276459785318	0.407753290131089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ZNF556	2.13873099679854	-3.30162032703118	4.8241667912231	0.0280634260928101	0.407753290131089	4	12	4	0	1	4	1	4	4	4	2	24	5	7	3	9	0	22	13	23	2	3	2	2	8	1	3	7	11	9	24	40	8	2	5	3	9	2	31	13
SYNDIG1	1.53616035979491	-3.37927947965733	4.82412825970041	0.0280640533788497	0.407753290131089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	1	0	2	0	0	0	1	1	0	0
IGSF11	-1.24218740257365	-2.85726772176076	4.82045813469247	0.0281238692659589	0.407753290131089	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BHMG1	-1.29595940236481	-3.41577480166478	4.82042454070095	0.0281244173949037	0.407753290131089	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCDHB8	1.24336795313834	-2.3231862237459	4.81732815597751	0.0281749866380969	0.408049382754987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	3
FAM9A	-1.42347273284439	-2.92904122606443	4.81020946176836	0.0282916062328852	0.408056564293172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	5	0	0	0	0	0	0	0	2	0	0	0	1	1	0	2	0	0	0
GALNT13	-1.28644881983703	-3.41645045259841	4.79851416336909	0.0284842924117571	0.408318804448449	0	3	2	1	0	6	3	2	0	4	5	8	6	4	6	1	31	0	0	12	0	1	3	1	1	7	9	4	0	3	0	0	3	7	1	0	0	0	2	3
SVOPL	-1.28523645377902	-3.41653583501966	4.7956014013926	0.0285324938264548	0.408491443065134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0
OBP2B	-1.28253353684323	-3.41672621031677	4.78909875672345	0.0286404085046163	0.409054269518009	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMIGD2	1.03236786107131	-2.22388358131484	4.77977907103616	0.0287958148414454	0.409899433903914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0
TNIP3	1.35144359686453	0.86465988061765	4.77858697960603	0.0288157562762203	0.409899433903914	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	3	1	0	0	1	1	1	5	1	0	0	9	2	0	0	1	0	0	2	0
MMP1	1.98751012442538	1.09452410113017	4.77835722596363	0.028819601272384	0.409899433903914	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PDZD9	-1.27804571732359	-3.417040952935	4.77808546978237	0.0288241498832346	0.409899433903914	0	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CELA2A	-1.27424383588037	-3.41730713596741	4.76866632643914	0.0289822688144407	0.410057824395452	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NLRP2B	2.25979084424842	-3.29544564788827	4.75879832949036	0.0291488917375247	0.410057824395452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0
LEP	-1.26649665297102	-3.41784818215034	4.74922216909518	0.029311540909232	0.410057824395452	7	8	0	8	13	6	21	11	10	10	4	52	32	26	12	26	4	34	29	15	9	33	6	11	21	30	11	36	6	62	42	74	27	98	34	31	26	30	46	31
IQCF1	-1.26204669490764	-3.41816966641787	4.73943257158168	0.0294787926526893	0.410057824395452	26	40	7	47	20	15	435	84	30	54	68	168	27	267	308	43	14	189	47	608	22	82	34	42	75	96	63	22	34	128	67	2592	35	289	27	56	125	93	47	9
OR2A14	-1.26204669490764	-3.41816966641787	4.73943257158168	0.0294787926526893	0.410057824395452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HTR3B	-1.26217731610315	-3.41815740557978	4.73935830818199	0.0294800652083171	0.410057824395452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	1	0	0	0	0	0	0	1	0	0	13
SFRP2	-1.26063424338304	-3.41823645512792	4.73179572638495	0.0296099554777786	0.410057824395452	1	0	0	3	1	0	0	0	0	2	6	6	6	6	7	2	0	39	12	9	0	4	0	3	4	8	0	1	3	2	9	8	1	7	0	1	2	0	23	0
TCEAL5	-1.25895165311719	-3.41837075508392	4.72963501244685	0.029647175975174	0.410057824395452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ALOX12	1.25440986821191	-1.93493075742695	4.72891532284002	0.0296595841800107	0.410057824395452	3	0	0	0	44	3	0	0	16	16	0	1	37	8	2	2	0	2	3	1	0	0	4	0	2	14	0	0	1	0	0	5	2	1	7	1	0	0	0	1
HMX3	1.4383133470834	-3.38505572759324	4.72732662541095	0.0296869941501219	0.410057824395452	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GJB7	1.50287650157853	-3.38115561168876	4.71468610472207	0.0299060250342943	0.410057824395452	0	0	0	0	0	4	1	0	4	4	1	0	3	3	3	1	0	2	0	0	0	2	1	1	0	15	2	2	3	2	1	7	6	0	10	2	2	0	3	14
CBLN4	-1.12370782824442	-1.91883447155582	4.71402738073294	0.0299174852493502	0.410057824395452	0	1	0	0	1	2	0	2	2	1	0	2	1	1	0	2	0	0	8	4	0	3	1	2	1	6	4	3	3	3	3	0	1	2	0	0	3	1	5	7
CCDC89	-1.27918423052358	-2.99760940842817	4.70389606649872	0.0300943233939954	0.410057824395452	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CC2D2B	1.48844246159266	-3.38190188039549	4.7003548089626	0.0301563912859488	0.410057824395452	2	5	0	4	0	0	1	0	0	0	3	0	9	3	0	0	0	25	29	0	3	0	0	0	1	2	2	10	6	3	5	3	0	6	0	0	4	4	6	3
SPRR1B	2.47403337711249	-3.34785042766895	4.69666726160306	0.0302211650201907	0.410057824395452	4	6	1	3	6	4	1	2	10	3	10	10	6	8	6	7	0	9	11	17	0	34	4	7	5	15	37	8	29	23	6	18	5	12	7	6	2	7	7	2
SLC7A11	-1.17195569451286	-0.571026805883841	4.68705718407876	0.0303906534467333	0.410057824395452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2	0	0	0	2	0	0
CASQ1	-1.23673921063565	-3.41993731855939	4.6754144929569	0.0305973183331324	0.410057824395452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL365214.3	1.9678040521145	-3.3310486273287	4.67510935249173	0.030602754423529	0.410057824395452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
HEATR9	-1.23604558034271	-3.41998863322123	4.67398810585625	0.0306227381291111	0.410057824395452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	1	0
NFE2	1.0035070524573	1.35599116896574	4.67039288510872	0.0306869066712565	0.410057824395452	4	18	11	120	76	31	136	95	21	92	43	208	100	159	133	72	24	217	293	26	37	101	58	31	114	45	68	79	13	172	185	626	153	425	146	101	167	84	589	19
CHRNA9	-1.23286736204403	-3.42022436872703	4.66756630879407	0.0307374546521068	0.410057824395452	5	1	2	10	7	9	1	53	31	19	0	38	25	12	7	15	0	85	94	7	14	27	16	4	9	3	2	22	13	8	34	70	5	56	13	16	49	5	161	12
MALL	1.05810692009298	-0.771007159523986	4.65984826085344	0.0308759200149972	0.410057824395452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0
MUC2	-1.2293533749804	-3.42047149744843	4.65882471378519	0.0308943317108192	0.410057824395452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	2	0	0	0
MUC21	-1.2293533749804	-3.42047149744843	4.65882471378519	0.0308943317108192	0.410057824395452	0	1	0	1	1	0	4	1	4	1	3	6	1	3	0	0	0	0	2	127	0	8	0	6	1	9	3	2	2	4	1	5	5	2	0	4	6	2	5	5
SLC38A8	2.59699795332404	-2.63963423328228	4.65255541825839	0.0310073547038394	0.410057824395452	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FOXE1	1.4325475619913	-3.38524824442368	4.64049084667029	0.0312260700588448	0.410057824395452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	1	0	0
SFTA2	-1.22013643468545	-3.42111696280455	4.63554070432918	0.031316274825475	0.410057824395452	3	0	0	0	1	1	0	1	5	2	0	0	4	4	2	3	0	0	0	1	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	1	1
KNCN	-1.22028090530602	-3.42109990145764	4.63509922389531	0.0313243329639806	0.410057824395452	10	1	5	0	2	0	0	2	1	2	6	2	0	1	0	0	0	0	6	11	0	0	5	1	2	4	5	0	1	15	32	19	0	6	1	1	2	13	19	2
THSD7B	-1.19137292577261	-2.06034038219684	4.63036200139786	0.0314109355407583	0.410057824395452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
FAIM2	-1.21668267868168	-3.42136129252981	4.62710423733245	0.0314706366050329	0.410057824395452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	1	0	0	1	0	0	1	0	0	0	0	0	7	0	0	0	0	0	0	0
TRPV5	1.91997511089699	-3.33297124074234	4.62530377976316	0.031503682167854	0.410057824395452	0	0	0	0	0	0	0	0	1	0	2	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
FGF23	1.28868360470906	0.664876941873036	4.62364179565454	0.0315342183214567	0.410057824395452	0	5	0	1	0	0	5	2	22	1	3	0	0	1	1	3	0	0	0	3	0	0	1	3	0	0	1	0	0	1	0	0	2	0	0	1	1	1	0	6
IL22	-1.21449839196513	-3.42151274036853	4.62140469208326	0.0315753700869534	0.410057824395452	0	1	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IFNL3	1.8245652179779	-3.33766664151599	4.62056985649174	0.031590741330492	0.410057824395452	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	1	0	0	2	1	0	0	2	7	3	0	0	0	1	4	4	0	0	0	0	0	0	0	0	2
SERF1A	-1.21275971519026	-3.42163699504998	4.61729929956756	0.0316510350462414	0.410057824395452	4	3	1	22	9	5	2	6	3	31	7	28	8	7	15	6	0	21	30	10	6	7	8	8	8	6	14	5	6	16	19	36	3	34	56	12	34	2	62	16
SLC6A15	-1.21275971519026	-3.42163699504998	4.61729929956756	0.0316510350462414	0.410057824395452	1	0	0	1	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DPP6	-2.18399912447479	-3.19888760947388	4.61724435282428	0.0316520490310843	0.410057824395452	1	5	0	2	1	3	80	10	3	10	6	19	3	3	11	3	0	46	9	42	6	9	1	8	2	3	15	14	11	2	9	349	10	62	7	5	1	10	15	3
AC233723.1	-1.32328177659177	-2.11871397017068	4.61476473448408	0.0316978430948791	0.410380573348919	0	0	0	2	0	4	0	1	0	2	2	0	1	0	0	0	0	4	0	3	0	1	0	0	1	12	3	5	0	2	2	0	0	4	2	0	1	1	1	0
C2CD4A	1.14772919243548	3.06893524690013	4.60094230710934	0.0319543882001771	0.410654978458338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	1	0	2	0	0	0
HIST1H4K	1.71141025218156	-3.189146667291	4.60080179640901	0.0319570071833879	0.410654978458338	1	0	0	0	3	2	1	1	0	5	2	7	14	1	4	0	0	1	20	0	0	1	0	1	1	6	13	1	0	4	4	7	0	18	3	4	1	0	72	1
FABP12	1.84756815929395	-3.33641791075666	4.5952270208315	0.0320610965509179	0.410654978458338	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCRT2	2.53272469032233	-3.36351827004073	4.59340712605042	0.0320951532545671	0.410654978458338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
TCL1B	-1.20176304600803	-3.42240769563022	4.58956018146363	0.03216726758466	0.410759659235212	0	1	2	4	0	5	0	3	0	10	7	3	15	11	1	0	0	7	48	4	6	1	1	1	12	1	8	7	0	10	8	56	6	2	9	3	17	0	79	9
DLGAP5	-1.42209839185186	-0.667684662333369	4.58766429180285	0.0322028698787391	0.410759659235212	1	1	4	4	8	0	7	0	4	7	1	2	11	10	6	0	0	6	10	13	4	1	5	5	2	0	2	32	0	0	5	48	3	16	10	1	2	2	18	3
MIOX	-1.27196150601331	-2.76518658947223	4.5811480902888	0.0323255494288296	0.410927569809048	2	3	0	0	6	1	0	0	10	0	2	3	0	1	3	1	0	0	0	1	0	0	7	13	0	2	1	0	5	8	1	29	48	12	27	12	0	1	0	0
IL36RN	1.87340171027055	-3.34573911437677	4.57460044026165	0.0324493125160856	0.411045784592912	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	2	0	0	0	0	0	0	2	2	0	0	0	0	1
AL080251.1	-1.42193003612767	-2.80746640949667	4.56955639322358	0.0325449918904508	0.411045784592912	7	3	0	17	8	5	18	72	8	23	18	25	60	62	36	22	0	114	140	10	27	63	5	13	74	7	43	8	6	39	83	108	40	117	12	48	93	12	79	2
TMEM151B	1.85156904801927	-3.34649661667409	4.56622618690312	0.0326083231922845	0.411045784592912	4	3	1	3	0	2	1	4	0	2	3	3	7	0	1	2	1	7	3	9	0	2	2	4	1	1	6	5	2	3	0	9	2	3	2	3	2	8	14	17
DRC1	1.36947695681961	-2.63669539532891	4.5517350282114	0.0328854067461087	0.411916442817894	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HLA-DOB	1.77573982081021	-3.35045237439586	4.52783537129379	0.0333477732328813	0.414799865408745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003002.3	1.33249524434514	-2.94695749217614	4.51728438671597	0.0335540499883012	0.415614928324853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	0	0	0	0	0	0	0	0	0	0
ARL2-SNX15	1.96771386292212	-3.34198758737068	4.51583544754306	0.0335824813605997	0.415614928324853	64	88	26	27	26	101	51	9	40	27	5	24	103	35	8	12	102	1	14	45	2	26	10	36	1	24	9	15	26	63	39	20	20	9	7	4	32	10	13	48
KCNU1	-1.72744201478108	-3.33185925965377	4.48554742284117	0.0341825974609713	0.418561113956679	10	9	6	13	5	22	2	0	11	8	10	8	16	24	1	5	9	4	4	1	2	1	2	7	0	6	36	1	1	4	3	1	2	7	0	1	5	3	0	6
CYP19A1	1.75000936512715	-2.7267086135068	4.47819113880942	0.0343300369456537	0.419303793122794	9	18	3	13	5	4	101	13	13	15	18	31	7	61	73	5	4	26	13	132	4	25	19	20	14	39	59	33	11	18	28	477	13	76	6	41	30	51	16	16
PCDH10	1.30961039513037	-1.82373604764324	4.46448816989225	0.0346064561390765	0.419454048208965	7	2	0	0	0	2	1	1	1	1	1	4	13	1	0	1	0	0	0	1	0	1	0	0	1	1	0	0	2	0	1	0	0	0	4	0	0	2	0	1
TMC3	2.20473410841666	-2.28878936431497	4.46390103972661	0.0346183517119494	0.419454048208965	0	0	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	2	1	2	0	0	0	0	0	0	5	3	0	0	0	2	0	2	1	0	0	9	0	0
SDR9C7	1.72727566664812	-3.03803610872346	4.45947265532064	0.0347082110032178	0.42000949033816	2	3	3	3	11	8	9	17	12	5	12	8	7	3	7	10	16	0	8	3	0	13	2	5	1	8	7	1	2	3	8	9	4	4	3	2	4	7	2	1
TMEM130	1.55365728762063	-3.07087913262694	4.45197239574225	0.0348609605201445	0.42051818203186	100	204	59	107	123	192	547	160	108	201	203	470	59	304	416	183	15	379	201	664	38	206	150	195	136	291	214	69	186	226	169	3756	100	472	196	162	234	182	265	151
LURAP1	-1.24269197586071	-2.34015098645896	4.44227698367817	0.0350594586908372	0.421729492490863	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC194	1.3552768935489	-2.35712191032346	4.4204535171844	0.0355105970404646	0.423020180139426	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	3	7	2	1	1	1	3	0	0	0	0	0	4	9
CEMIP	1.35621209373004	-1.16160103485391	4.42035055758164	0.0355127397728454	0.423020180139426	0	0	0	2	3	0	0	0	2	0	0	0	0	2	0	1	0	7	0	30	0	1	1	0	0	0	5	1	0	1	1	0	0	3	2	0	3	0	0	0
GPR42	1.47589004653832	-3.30086871458038	4.41757939248255	0.0355704624134768	0.423020180139426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	3	0	0	0	1
TTC23L	1.64688708738216	-2.82406852014186	4.41726392459285	0.0355770397471389	0.423020180139426	3	14	14	202	90	27	18	147	80	59	58	398	18	69	77	118	13	338	17	3493	24	31	46	15	39	21	92	78	59	54	40	79	137	168	109	38	74	41	110	7
C4orf17	1.72347886772237	-3.36241818409735	4.41593621155146	0.0356047357913105	0.423020180139426	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	6	0	1	1	0	2	0	1	0	0	0	0	0	2	1	0	0	0	0	1	0
C10orf55	1.37412723307413	-2.4847407258379	4.41529972757413	0.0356180208212923	0.423020180139426	0	0	0	0	1	0	0	0	0	0	0	0	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GP1BA	1.37417211506583	-2.20684466928374	4.41476001092636	0.0356292901359254	0.423020180139426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0
DEPDC1B	-1.16588245841066	-1.89224655170489	4.41379981782268	0.0356493482462809	0.423020180139426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	3	0	2	0	0	0	0	0	5	0	0	0	1
TRIM58	1.33662012982237	-1.17823102876661	4.41230482217982	0.035680601722922	0.423020180139426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNA1	1.53481050390905	-3.28486271275024	4.40898085711363	0.0357501933079053	0.423020180139426	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PADI4	1.21315040492286	2.99608724660383	4.40897717838909	0.0357502704054753	0.423020180139426	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	4	0	1	2	1	0	0	0	0	0	3	0	0	4	0	2	3	0	0	4	0
TAF1L	1.44087547220439	-3.23555623223589	4.39967939664913	0.0359456874608624	0.423288774857527	117	209	62	130	146	77	770	220	114	193	315	574	92	247	539	206	37	483	106	825	108	225	109	162	156	216	151	116	128	296	203	5284	122	518	193	165	287	170	179	116
IQCD	1.16060541539564	-2.398080140858	4.38464181528473	0.0362641109085745	0.42402849674435	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POU4F3	-1.69187457285956	-3.31979474603284	4.36535167964696	0.0366769118925688	0.425215601464952	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CALY	1.56678795025374	-3.01491037871536	4.36116812084872	0.0367670857567466	0.425215601464952	2	0	1	12	6	0	14	1	1	11	2	7	0	1	16	2	0	8	8	16	0	3	0	0	19	2	1	12	0	58	18	174	1	23	1	4	2	0	19	0
TEX33	-1.73690639497142	-3.28124391245998	4.3512601814063	0.0369815720939777	0.42618253267115	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BIRC5	-1.00779279605637	0.60063640731399	4.34963297714043	0.0370169227736047	0.42618253267115	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL121753.1	1.0448084763461	-2.34164268700972	4.34401220025079	0.0371393055085462	0.426366420711513	0	0	1	1	0	2	3	2	0	0	4	0	0	2	0	3	0	0	0	1	0	1	0	2	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	1
