N1	N2	N3	N4	N5	N6	N7	N8	N9	N10	N11	N12	N13	N14	N15	N16	N17	IRI1	IRI2	IRI3	IRI4	IRI5	IRI6	IRI7	IRI8	IRI9	IRI10	IRI11	IRI12	IRI13	IRI14	IRI15	IRI16	IRI17	IRI18	IRI19	IRI20	IRI21	IRI22	IRI23	genes
MIR6131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.768173634379408	0	0	0	0	0	0	0	0	hsa-mir-6131
MIR6133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.423928787234971	0	0	0	0	0	0	0	0	0	hsa-mir-6133
MIR6134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-6134
MIR615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-615
MIR616	0	11.3266428663388	0	2.29077603470675	0	1.11193448624335	1.074926175817	1.71707034810258	3.71824457735882	0.421493725028396	3.72636915605176	0	1.86653056343901	1.20416705428971	1.96769914108701	2.98446604078683	0	0.408418071840002	1.74873652583752	2.74645062737625	0	1.1778834839558	2.47264593278246	2.64385687257679	0.498877560659384	3.67080976771351	1.01791868161273	6.19070110159516	1.44811587552535	0.79185795904375	2.36001592893695	0	0	0	0	1.21424430061911	0.449824551803779	1.44122767509026	0.876543499476776	0.407475656289847	hsa-mir-616
MIR6165	0	4.35985856363041	0	0	0	0	0.620641899132434	0	0	0	0	0	0	0.927017494175414	0	0	0	0	0	0.90614187365815	0	0	0	3.05302519809462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-6165
MIR617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-617
MIR618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-618
MIR619	0	0	0.889027235751207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.49867733392139	0.933174835827088	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-619
MIR620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-620
MIR621	84.9486115789819	68.667772377179	152.19034992016	104.621650485086	135.073166471269	138.192607868431	58.1075978062742	89.3502596244422	87.3496987821716	26.8307099338388	124.251121547101	129.519269666065	50.9212869338205	65.7023648996825	93.0475731341518	63.3266388029456	103.187936257097	125.039745306766	95.4154366910096	55.8976268312871	59.0104800309687	155.513338867831	185.381477464672	98.8416907883134	85.692614325763	79.2808875222187	189.762309223774	38.4934619778674	138.028572566133	155.620710253114	49.1227482208523	30.0908015842059	178.199811381743	111.700415983366	121.271562727335	111.647233766301	61.3588802694843	136.40119006922	42.0695226441588	62.9931897395586	hsa-mir-621
MIR623	0	0	0	0.906960307618589	0	0.366862738658519	0	0	0	0.834385537301111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.454169065648227	0	0	0.477779727639316	0	0	0	0	0.7494576414875	0	0	0	0	0	0	hsa-mir-623
MIR624	0	0	0	0	0	0	1.074926175817	0	0.929561144339705	1.26448117508519	0	0	0	0	0	0	0	0	0	0.392350089625178	0	0	0	0	0	0	0	0	0	1.97964489760937	0	0	0	0	0	0	0	0	0	0	hsa-mir-624
MIR625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-625
MIR626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-626
MIR627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-627
MIR629	0	0	0	0	0	0	0	1.28780276107694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-629
MIR633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-633
MIR634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-634
MIR635	1.82890036142235	2.49134775064595	1.79619788447693	5.44176184571153	0.470877477712319	1.46745095463408	0	0	4.6003791327016	1.25157830595167	0.922086245247502	0.318783968001802	0.738993733279934	0.794586423578927	0	3.44634768995622	3.50979375024139	2.42550324296818	4.75995375782814	0	0	1.16586426473176	0.489482970367141	5.23375748244793	0.493786973305717	0.454169065648227	4.53389290330569	1.41404554204411	0.955559455278631	0	1.86874730699497	1.70879441117052	0	1.12418646223125	0.808140359699023	1.20185405265361	0	2.85304254048481	3.0365971231874	0	hsa-mir-635
MIR638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-638
MIR640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-640
MIR641	0	0	0	0	0	0.363157054429645	0	0	0.45539106566137	0	0	0.315563927920975	0.365764575057745	0	0	0	0	0	0.428352128803635	0.384423825188306	0	1.1540878580173	0	0.518089124525148	0	0	0	0.933174835827088	0	0	0	0	0.801855299756137	0.741887362280556	2.39993197728801	0.594857056363907	0	0	0	1.59697529939859	hsa-mir-641
MIR642A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-642
MIR643	0	0	0	0	0	0	0	0	0	0	0	0	0.373306112687802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.482705291841783	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-643
MIR644A	0	0.432893758090963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.99244311951715	0.408565010783211	0	0	0	0	0	0	0	0	0	0	hsa-mir-644
MIR645	0	0	2.80894775551179	0.472777181630966	0	0	0	0	0	0	0	1.32939697294368	1.54088055024327	0	0	0	0	0.421452691154045	0	0	0	0	0	0.545647056680741	0	0	0	0	0.498110779879286	0	0	0	0	0.390674728009441	0	0	0	0.495741434339559	0	0	hsa-mir-645
MIR646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.495741434339559	0	0	hsa-mir-646
MIR647	3.73400490457063	14.411754696445	1.83361867373687	2.77756594208193	1.92274970065864	6.74110282285029	2.7153083087044	7.37356511463843	16.4367712762151	14.4800656785797	1.88259275071365	12.3661614254032	3.771947180283	2.83899107591221	0.795278402855999	6.53370082887534	0	2.88870698728501	9.27650078940371	5.55011897615617	0	5.1573301155148	4.4971247902481	8.54847055466495	4.53666781724628	4.63630921182565	8.22817600970293	2.88700964834005	8.77920249537242	3.20042591780182	6.67687839895079	3.052690015789	4.13456638936758	6.12057073881458	2.47492985157826	4.90757071500223	11.3627556054601	7.76661580465308	1.32851124139449	12.7633260256622	hsa-mir-647
MIR648	0	0	0	0	0	0	0	0.442967616398804	0	0	0	0	0	0	1.62439843987608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.17202418402832	0	0	0	0	0	0	hsa-mir-648
MIR649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-649
MIR6499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-6499
MIR6500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-6500
MIR6503	0	0.473162944890122	0	0	0	0	0	0	0	0	2.10149888451756	0	0	0	0	0	0	0	0	0	0	0.442847666448498	0	0	0	0.517541493413096	0	0	0	0	0	0	0	0	0	0	0	0	0	0.459594635582735	hsa-mir-6503
MIR6504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.25158568318321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-6504
MIR6505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.97841182994308	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-6505
MIR6507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-6507
MIR6508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-6508
MIR6509	0	0	0	0	3.25736419876286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.447740690513439	0	0.448057638994951	1.69303521515223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-6509
MIR651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-651
MIR6511A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-6511a-1
MIR6511A2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-6511a-2
MIR6511A3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-6511a-3
MIR6511A4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-6511a-4
MIR6512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.28231314436929	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-6512
MIR6514	0	0	0	0.634872215333012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.08813998041631	0	0	0	0.635836691907518	0.705272229403108	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-6514
MIR6515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.667683485853374	0	0	0	0	0	0	0	0	0	0	0	0	0.696348023472435	0	0	0	0	0	0	0	hsa-mir-6515
MIR652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-652
MIR653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-653
MIR654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.578054485292011	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-654
MIR655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.05754274903072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-655
MIR656	0	0	0	0	0	0	0	5.3383276848061	1.7339890577106	0	0	0.400523446976623	0.464239652957907	0	0	1.2371504528048	0	0	0.543677701943075	0	0	0.488267939930395	0	3.28787329025575	0	0.570622672224696	0.632936616130995	0.592207107351806	0	0	2.93489160393442	2.14694682429117	0	0.470813133754968	1.01535583654493	0	0	0	0	0	hsa-mir-656
MIR657	0	0	0	0	0	0	1.06395754136989	0.424887305525384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.42719860279263	0	0	0	0	0	0	0	0	hsa-mir-657
MIR659	0	0	0	0	0	0.370644828747782	1.074926175817	0	0	0	0	0	0	0	0.393539828217401	0	0	0	0	0.392350089625178	0	0.392627827985266	0	0	0.498877560659384	0	0	0.476207777045782	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-659
MIR660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-660
MIR661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.445129808634609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-661
MIR662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-662
MIR663B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-663b
MIR664A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-664
MIR668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-668
MIR670	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-670
MIR6715A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.536795705715947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-6715a
MIR6718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-6718
MIR6719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.36293581586604	hsa-mir-6719
MIR6720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-6720
MIR6722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-6722
MIR6723	1.51038400634318	0.914427264282034	1.97783587279482	0.998675394905862	2.59247150650603	1.21188365354612	3.51464626025558	4.67853437544805	2.02623440451576	0.918761602870886	39.597905947595	6.66939043167814	1.62744687329064	0.437468929835589	3.86022775318867	0.54212210853244	0.77294334274979	3.11590866044226	1.4294447444346	34.6370185863486	0	0.42792021701765	2.15592499307774	2.305205542831	0.543720487460228	2.50048137267002	3.32825097021691	3.1140778229286	1.57828359467369	0.8630362025533	0.514430438442437	8.46717230703595	3.56780560340933	1.23786823931081	1.33479362781749	20.5125427638296	0	0.523592076718186	0	1.77641072629731	NA
MIR6724-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MIR6724-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MIR6724-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MIR6724-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MIR6726	0	0	0	0	0	0	0	0	0	0.670244120127122	0	0	0	0.638274340251925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-6726
MIR6728	0	0	1.97783587279482	0	1.55548290390362	0	2.34309750683706	3.27497406281363	0	2.75628480861266	1.0153309217332	1.75510274517846	0	0	0.428914194798741	0.54212210853244	0	0	2.8588894888692	0	7.76240899283776	0.42792021701765	0.538981248269436	1.72890415712325	1.63116146238068	0	0	0	1.57828359467369	1.7260724051066	0	0	0	0.825245492873876	0	0.66169492786547	0	0	0	0.888205363148656	hsa-mir-6728
MIR6729	0.68935475161304	0	0	0	1.41987670202484	0	0	0	0	0	0.695111169494271	0	0	0	0	0	0	0	0	0	0	0	0	0	0.744478821291697	0.684747206669635	0	1.42129705764433	0	1.18169572349606	0	0	0	0.564975760505962	0	0	0.67127663884564	0.716918381967977	0	0.608079056309464	hsa-mir-6729
MIR6730	0	1.21468696300151	6.5681862939828	1.9898979883572	0.688746161429959	1.60981559948664	0.77811820189738	0.621476954350561	2.01867382837951	0	0.674361582345188	0	2.16183241377414	1.16223088821992	0.569751691598327	1.44026470625036	0	0.591291835350451	0	0	8.24900776552311	0	0.715960165611638	0	0	0	0	2.75774055960841	0	1.14642122428722	5.46678316673157	0	0.592415482655654	1.09622162486231	0.591028024257495	2.63690366776239	2.60495412089353	1.39103566650503	2.5380513268432	0	hsa-mir-6730
MIR6731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-6731
MIR6735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.597712075684474	0	0	0	hsa-mir-6735
MIR6736	0	0	0	0	0	0	0	0	0	0.692964259792448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-6736
MIR6737	0.640115126497823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.21162459290171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-6737
MIR6738	0	0	0	0	2.16309341324096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-6738
MIR6739	0	0	0	0	0	1.91746924738853	0	0.555186079219835	1.80334862001903	1.09026376874012	0	0.416544384855687	2.41404619538112	0	0	1.92995470637548	0	0	1.1308496200416	0.507439449248564	0	0	0	0	0.645214978452804	0	0.658254080776234	1.23179078329176	0	2.56034073424146	2.44182981447343	0	0	0.489645659105167	0	0	1.16354617399911	2.48531705748899	0.566831462994982	0.527001848801536	hsa-mir-6739
MIR6740	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-6740
MIR6744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-6744
MIR6745	0	0	0	0.699859135012769	0	0	0.82100660672637	0	0	0	0	0	0	0.306572714609192	0.601155328143117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.366926730928492	0	0.622443128505751	hsa-mir-6745
MIR6746	0	1.93771491716907	0	0	10.2546650701794	0	2.48256759652974	5.28748646876033	0.715614531753582	0	2.15153457224417	9.42183727649769	2.29909161464868	0	0	0	0	1.88650252230858	0	1.8122837473163	0	4.83617769073915	1.52283590780888	0.814140052825233	0	2.11945563969173	5.48545067313529	0	0	3.65762962034494	1.45347012766276	0	1.26005832818822	0.582911498934722	0	1.86955074857228	4.84810905832962	1.47935539136249	0	0	hsa-mir-6746
MIR6747	0	0	0	0	0	0	0	0	0	0.670244120127122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.93084749442711	1.43058955819563	0	0	0	hsa-mir-6747
MIR6749	0.649392157316632	1.17947864523335	3.82668244953781	0	0.668782504576917	1.56315427776239	0	4.22424190710744	0.653387181166314	0	0.654814869813443	0	0	0	1.10647429962574	0	0	0	0.614592184805215	0.551564618748439	0	0.551955062530012	0	0	1.4026412575061	0	2.14648069818337	0	3.39292850062702	0	0	1.21349168329501	0	0.532223542505616	1.14779355435513	0	0.632362051086472	0	0	0.572828096523409	hsa-mir-6749
MIR6750	0	4.88304159126606	0	0	0	4.31430580662419	0	7.21741902985785	0	0.545131884370059	0.602429680228368	0	0	0	1.01795635565568	0	0	1.05644141249281	1.1308496200416	1.52231834774569	1.84227840096683	2.03119463011044	0.63959108127973	0	1.93564493535841	1.18689515822737	2.63301632310494	0	4.37009190880761	0	1.22091490723672	0.558206174315703	0	0.979291318210333	0	0	0	0	0	1.05400369760307	hsa-mir-6750
MIR6752	0.631099420490811	0	0	0	0	0	0	0	1.26996381691481	1.15168707965505	1.27273876104585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.695338817721374	2.60237489427836	0	0	0.644849422836294	0	0	0	0	0	0	0	0	0	hsa-mir-6752
MIR6753	1.91253909746301	0.99248812830611	2.68334440059054	1.62589225877967	1.40689002487217	1.31533713616591	3.49678728535591	0.253896072813949	1.37450352135597	2.24368306066945	1.10200551261287	1.52394287142325	2.20796908114127	1.89925535392036	2.094879695328	2.64780371301515	0	1.44938608421269	0.517156838433656	1.16030361870861	1.68501073259161	2.78669994984665	0.5849918426339	3.44023815004809	1.47533912755976	1.62836225976316	3.91340078510261	0	2.85502520174713	1.40506503708373	2.51255354385605	1.53166328318333	1.93618718721604	0.671769959138186	0.965826283542735	2.5136337808548	1.59632859237683	2.55730032592236	2.07377364510359	0	hsa-mir-6753
MIR6754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.15327147556492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-6754
MIR6757	1.29878431463326	4.12817525831672	0	0.644073261932041	0	0	3.02225620447098	0	5.22709744933051	0	3.27407434906722	1.35829690713811	1.57437795350942	1.12854303638746	2.76618574906434	1.39851790317064	0	0	2.45836873922086	4.41251694998751	0	2.75977531265006	0	0	2.10396188625914	5.16041373142334	2.14648069818337	8.03341815190275	0.678585700125405	0	3.31770355227369	1.21349168329501	3.45146411634163	3.72556479753931	0.573896777177567	0.853490559130823	0.632362051086472	3.37678948028395	1.84836346628798	9.16524954437454	hsa-mir-6757
MIR676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-676
MIR6760	0	0	0	0	2.03585262422679	0	0	0	1.32599163236693	0	0	0	0	0	2.80686495125647	0	0	0	0	0	0	0	0	0.754276813646907	0.711634167411181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-6760
MIR6761	0	0.565166850840979	0	0	0	0	0	0	1.87848814585315	0	0	0	1.0058525814088	0	0	0	0	0	0	0.528582759633921	1.91904000100711	0	0	0	0	0	0	0	1.95093388786054	1.06680863926727	0	0	2.20510207432938	1.02009512313576	0	0	0	1.29443596744218	0	0	hsa-mir-6761
MIR6762	0	0	0	1.03351290868165	1.07316262362342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.442534403414445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-6762
MIR6763	0	1.87809291971772	0	0	0	0	0	0.640599322176732	2.08078686925272	0	2.08533350848281	0	0	0.598995919313345	0	0	0	0.609485430284311	0.65241324233169	1.17101411365053	0	0	1.47597941833784	0	0	0	2.27857181807158	0	4.32206892079873	0	0	0.64408404728735	0	0	0	0	0	0	0	0	hsa-mir-6763
MIR6765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2663249804444	0	0	0	0	0	0	hsa-mir-6765
MIR6766	0	0.565166850840979	1.22241244915791	1.85171062805462	0	1.99736379936305	0	5.20486949268595	5.00930172227508	1.70353713865643	0.62753091690455	1.73560160356536	2.0117051628176	1.62228061480698	3.181113611424	1.34024632387186	0	0	1.76695253131499	0.528582759633921	0	0.528956934924595	0	1.42474509244416	0.672098935888337	0.618174561576754	1.37136266828382	0	1.30062259190703	1.06680863926727	1.27178636170491	0	0	0.510047561567882	0.549984411461835	0.817928452500372	1.21202726458241	0.64721798372109	0	0.548960259168267	hsa-mir-6766
MIR6768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-6768
MIR6769A	0	2.22969935674249	0	0	2.52854755155108	0.492500662856642	0	0	0	0	0	0	0.496036889461874	0	0.522922785439561	0	0	0	2.3236636028252	1.56402569973872	0	0	0	0	0	1.21941283379524	1.35257687830733	1.26553847598468	0	0	0	0	0	0	0	0	0	0	0.582361092118132	0	hsa-mir-6769a
MIR6769B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-6769b
MIR6770-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-6770-1
MIR6770-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-6770-2
MIR6770-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-6770-3
MIR6771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-6771
MIR6772	0	0	0	1.38878297104096	2.88412455098795	2.24703427428343	5.70214744827924	7.15669555244318	0	10.8600492589348	2.82388912607047	2.92882770601655	0	1.21671046110523	3.57875281285199	1.50777711435585	0	5.57107776119253	6.62607199243122	0	2.158920001133	5.35568896611152	1.49904159674937	1.60283822899968	6.80500172586942	0	1.5427830018193	7.93927653293514	0.731600207947702	4.20055901711489	7.15379828459014	6.54147860526214	4.34129470883596	4.01662454734707	2.47492985157826	3.68067803625168	8.18118403593124	0	3.98553372418347	0	hsa-mir-6772
